Trajectories
100
,,Pauline:T10,,,Pauline:STRN,,,Pauline:CLAV,,,Pauline:C7,,,Pauline:RSHO,,,Pauline:RUPA,,,Pauline:RELB,,,Pauline:RWRB,,,Pauline:RWRA,,,Pauline:RFIN,,,Pauline:LSHO,,,Pauline:LUPA,,,Pauline:LELB,,,Pauline:LWRA,,,Pauline:LWRB,,,Pauline:LFIN,,,Pauline:RFHD,,,Pauline:LFHD,,,Pauline:LBHD,,,Pauline:RBHD,,,Pauline:RPSI,,,Pauline:LPSI,,,Pauline:RASI,,,Pauline:LASI,,,Pauline:RKNE,,,Pauline:RANK,,,Pauline:RTOE,,,Pauline:RHEE,,,Pauline:LKNE,,,Pauline:LANK,,,Pauline:LTOE,,,Pauline:LHEE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
266,0,-10.0026,969.994,1105.22,-5.93273,782.685,1187.97,-1.21858,845.495,1398.3,-1.36363,942.633,1476.05,-192.767,874.539,1434.03,-234.048,880.925,1215.86,-238.547,892.696,1112.17,-272.594,815.816,896.064,-247.4,782.992,897.941,-267.311,771.506,825.28,187.065,902.342,1429.74,224.835,902.617,1312.94,216.118,929.578,1100.46,255.1,828.611,888.995,274.802,874.079,893.674,283.045,828.286,807.491,-21.0566,735.226,1630.58,45.7192,743.423,1637.42,79.705,916.063,1641.52,-44.0003,929.267,1650.38,-80.8682,975.809,1010.46,50.054,973.311,1015.04,-137.857,805.541,970.539,130.134,809.91,981.526,-150.894,915.374,504.154,-145.488,964.326,99.73,-134.378,802.786,68.5877,-103.486,997.136,78.9092,120.425,911.932,494.551,113.132,975.931,114.177,82.0985,809.03,66.2868,69.4791,1005.08,76.5412
267,0,-9.91959,969.758,1105.26,-5.84119,782.567,1187.9,-1.12918,845.378,1398.29,-1.26924,942.348,1476.09,-192.643,874.132,1433.98,-233.902,880.505,1215.82,-238.406,892.386,1112.23,-272.465,815.541,896.034,-247.26,782.765,897.897,-267.07,771.256,825.283,187.193,902.044,1429.72,224.863,902.388,1312.96,216.2,929.434,1100.46,255.676,828.912,888.928,274.844,873.884,893.707,283.111,828.083,807.453,-20.9587,735.355,1630.17,45.8779,742.983,1637.41,79.7861,915.715,1641.53,-43.9359,928.925,1650.4,-80.7411,975.616,1010.48,50.1828,973.085,1015.02,-137.772,805.55,970.461,130.277,809.492,981.573,-150.843,915.249,504.181,-145.499,964.325,99.8029,-134.416,802.824,68.5831,-103.491,997.16,78.9796,120.487,911.816,494.516,113.14,975.903,114.193,82.1057,809.032,66.2699,69.4933,1005.08,76.5353
268,0,-9.86581,969.517,1105.31,-5.6585,782.524,1187.73,-0.991408,844.847,1398.27,-1.14459,941.979,1476.09,-192.488,873.708,1433.95,-233.821,880.232,1215.81,-238.288,892.049,1112.25,-272.295,815.267,896.06,-247.093,782.474,897.818,-266.794,770.988,825.309,187.316,901.789,1429.73,224.926,902.147,1312.95,216.282,929.253,1100.44,255.785,828.615,888.885,274.944,873.723,893.746,283.261,827.946,807.556,-20.6292,736.327,1629.43,45.9186,742.809,1637.38,79.8469,915.406,1641.59,-43.8441,928.557,1650.43,-80.6122,975.421,1010.52,50.3155,972.828,1015.01,-137.697,805.413,970.4,130.376,809.345,981.515,-150.786,915.112,504.152,-145.468,964.301,99.7643,-134.378,802.803,68.597,-103.46,997.128,78.9303,120.557,911.748,494.512,113.145,975.933,114.21,82.1844,808.988,66.2765,69.4897,1005.1,76.5656
269,0,-9.78436,969.25,1105.32,-5.58488,782.237,1187.68,-0.845025,844.389,1398.37,-1.01843,941.673,1476.12,-192.387,873.316,1433.91,-233.584,879.709,1215.77,-238.172,891.716,1112.28,-272.086,814.966,896.024,-246.904,782.122,897.739,-266.602,770.603,825.277,187.426,901.488,1429.76,225.014,901.872,1312.91,216.356,929.089,1100.43,255.61,827.878,888.796,275.006,873.551,893.768,283.436,827.757,807.616,-20.4532,736.579,1629.17,46.0173,742.455,1637.45,79.9196,915.081,1641.62,-43.7646,928.145,1650.42,-80.4737,975.198,1010.54,50.4613,972.529,1015,-137.573,805.317,970.306,130.025,811.415,980.898,-150.738,915.017,504.174,-145.441,964.285,99.7853,-134.335,802.791,68.6284,-103.467,997.144,79.0017,120.945,911.834,494.931,113.208,975.897,114.203,82.0944,809.03,66.2533,69.4995,1005.06,76.57
270,0,-9.69063,968.973,1105.33,-5.41574,782.128,1187.59,-0.663852,843.963,1398.45,-0.945269,941.359,1476.17,-192.277,872.947,1433.91,-233.408,879.393,1215.76,-238.019,891.393,1112.27,-271.884,814.716,896.027,-246.649,781.802,897.697,-266.421,770.264,825.163,187.531,901.279,1429.85,225.096,901.69,1312.99,216.435,928.887,1100.47,256.315,827.921,888.867,275.163,873.334,893.71,283.882,827.521,807.919,-20.5422,736.096,1628.92,46.0996,741.984,1637.42,79.989,914.698,1641.67,-43.6235,927.789,1650.46,-80.2903,974.949,1010.59,50.5926,972.28,1015.05,-137.463,805.255,970.236,130.17,811.045,980.844,-150.662,914.949,504.211,-145.318,964.193,99.6876,-134.359,802.775,68.6011,-103.418,997.092,78.9645,120.759,911.603,494.539,113.175,975.887,114.208,82.0932,809.03,66.2717,69.5085,1005.11,76.5714
271,0,-9.57846,968.693,1105.34,-5.23829,781.843,1187.55,-0.566774,843.548,1398.41,-0.852348,941.036,1476.21,-192.195,872.665,1433.95,-233.268,879.067,1215.72,-237.82,891.057,1112.23,-271.678,814.453,895.93,-246.351,781.411,897.551,-266.297,770.087,825.151,187.658,900.918,1429.84,225.172,901.355,1312.98,216.495,928.694,1100.5,256.135,827.259,888.663,275.299,873.161,893.743,284.097,827.357,807.999,-20.4302,736.046,1628.37,46.3168,741.583,1637.43,80.0991,914.242,1641.67,-43.4843,927.379,1650.51,-80.1401,974.709,1010.61,50.7142,972.04,1015.1,-137.375,805.177,970.144,130.825,808.602,981.351,-150.642,914.884,504.213,-145.277,964.187,99.6853,-134.318,802.808,68.613,-103.433,997.085,78.9688,121.099,911.653,494.926,113.214,975.904,114.188,82.1311,809.036,66.2707,69.5121,1005.08,76.5861
272,0,-9.46924,968.366,1105.33,-5.04821,781.505,1187.58,-0.388368,843.144,1398.46,-0.763456,940.686,1476.26,-192.08,872.314,1433.93,-233.103,878.777,1215.71,-237.661,890.704,1112.21,-271.506,814.174,895.884,-246.197,781.137,897.401,-266.017,769.619,825.115,187.772,900.641,1429.86,225.308,901.085,1313.04,216.583,928.446,1100.54,256.606,827.417,888.743,275.424,872.934,893.759,284.07,827.162,807.815,-20.1293,735.993,1628.71,46.3975,741.401,1637.43,80.2071,913.828,1641.69,-43.366,926.96,1650.51,-80.004,974.407,1010.66,50.8453,971.786,1015.13,-137.259,805.133,970.082,130.945,808.362,981.32,-150.554,914.813,504.204,-145.267,964.16,99.6873,-134.374,802.76,68.5645,-103.409,997.102,79.028,120.893,911.42,494.536,113.223,975.914,114.224,82.1286,809.03,66.2814,69.5012,1005.08,76.5472
273,0,-9.36404,968.025,1105.3,-5.85905,784.608,1186.52,-0.277791,842.785,1398.38,-0.667348,940.355,1476.29,-191.964,871.924,1433.86,-232.958,878.48,1215.7,-237.472,890.395,1112.15,-271.28,813.888,895.856,-245.935,780.803,897.365,-265.827,769.246,825.038,187.96,900.248,1429.83,225.418,900.801,1313.06,216.679,928.185,1100.6,256.731,827.05,888.541,275.497,872.765,893.797,284.248,826.865,807.784,-19.0894,732.208,1628.55,46.5137,741.15,1637.41,80.3441,913.5,1641.71,-43.2656,926.504,1650.49,-79.8777,974.12,1010.63,50.9743,971.564,1015.16,-137.164,804.994,969.929,131.105,808.052,981.255,-150.475,914.728,504.241,-145.249,964.147,99.7165,-134.299,802.796,68.6064,-103.396,997.052,78.9812,121.255,911.482,494.879,113.263,975.887,114.217,82.1096,809.008,66.2532,69.5039,1005.08,76.5675
274,0,-9.25025,967.731,1105.35,-5.67928,784.253,1186.5,-0.146317,842.266,1398.44,-0.573861,939.998,1476.27,-191.868,871.617,1433.84,-232.808,878.189,1215.67,-237.295,890.076,1112.13,-271.112,813.63,895.789,-245.689,780.516,897.34,-265.621,768.911,824.956,188.103,899.888,1429.79,225.513,900.524,1313.11,216.802,927.917,1100.61,257.057,826.615,888.571,275.568,872.553,893.858,284.46,826.674,807.872,-18.9302,731.593,1628.69,46.6222,740.993,1637.32,80.4704,913.156,1641.72,-43.1383,926.108,1650.48,-79.7635,973.89,1010.68,51.1089,971.292,1015.14,-137.054,804.865,969.873,131.266,807.632,981.285,-150.407,914.642,504.265,-145.227,964.137,99.7371,-134.337,802.764,68.5923,-103.378,997.075,79.0596,121.308,911.341,494.838,113.279,975.872,114.223,82.1059,809.007,66.2701,69.5302,1005.1,76.577
275,0,-9.11499,967.445,1105.38,-5.51109,783.677,1186.6,0.0615402,841.623,1398.48,-0.482016,939.654,1476.26,-191.797,871.3,1433.82,-232.738,877.981,1215.63,-237.136,889.692,1112.07,-270.85,813.29,895.716,-245.678,780.21,897.569,-265.481,768.687,824.831,188.235,899.55,1429.79,225.646,900.274,1313.1,216.951,927.595,1100.61,257.277,826.294,888.534,275.773,872.353,893.868,284.621,826.47,807.977,-19.1389,733.349,1628.46,46.7444,740.698,1637.32,80.6221,912.764,1641.66,-43.0102,925.741,1650.49,-79.6343,973.607,1010.65,51.2454,971.114,1015.21,-136.976,804.794,969.801,131.418,807.466,981.105,-150.288,914.57,504.284,-145.071,964.054,99.6416,-134.336,802.766,68.5897,-103.359,997.048,79.0615,121.129,911.134,494.431,113.282,975.891,114.204,82.1292,809.008,66.2788,69.5182,1005.1,76.5743
276,0,-8.98655,967.176,1105.41,-5.37054,783.487,1186.52,0.191734,841.272,1398.44,-0.360494,939.312,1476.25,-191.629,870.921,1433.75,-232.592,877.689,1215.61,-236.943,889.431,1112.06,-270.624,812.95,895.633,-245.448,779.985,897.576,-265.314,768.594,824.699,188.353,899.28,1429.83,225.766,900.053,1313.15,217.148,927.273,1100.68,257.42,826.16,888.683,276.019,872.047,893.853,284.799,826.24,808.059,-19.3668,735.065,1628.3,46.8579,740.387,1637.37,80.7504,912.374,1641.64,-42.9056,925.366,1650.53,-79.4939,973.338,1010.67,51.38,970.887,1015.21,-136.893,804.693,969.737,131.571,807.077,981.121,-150.221,914.543,504.316,-145.177,964.096,99.7701,-134.335,802.788,68.5913,-103.32,997.024,79.1039,121.182,911.035,494.398,113.328,975.859,114.2,82.0868,808.983,66.2234,69.5236,1005.09,76.57
277,0,-8.81124,966.888,1105.4,-3.87717,779.38,1187.44,0.330865,841.015,1398.39,-0.236391,938.93,1476.22,-191.496,870.586,1433.74,-232.431,877.366,1215.62,-236.807,889.151,1112.04,-270.456,812.597,895.54,-245.368,779.705,897.517,-265.092,768.314,824.62,188.439,898.988,1429.85,225.919,899.754,1313.16,217.327,926.933,1100.6,257.762,825.941,888.849,276.274,871.794,893.881,285.358,826.364,808.775,-19.1971,734.089,1628.52,46.9415,740.209,1637.31,80.8829,912.017,1641.64,-42.8178,924.989,1650.54,-79.3693,973.112,1010.7,51.5363,970.603,1015.17,-136.848,804.507,969.732,131.707,806.864,981.013,-150.167,914.477,504.326,-145.103,964.037,99.7462,-134.325,802.718,68.6036,-103.283,996.994,79.111,121.544,911.047,494.765,113.328,975.864,114.205,82.0771,809.009,66.2747,69.515,1005.12,76.5878
278,0,-8.64039,966.638,1105.48,-3.66327,779.072,1187.4,0.46761,840.733,1398.36,-0.0797469,938.561,1476.2,-191.389,870.27,1433.72,-232.248,877.061,1215.56,-236.637,888.92,1111.97,-270.162,812.301,895.458,-244.913,779.495,897.361,-264.843,768.059,824.634,188.517,898.715,1429.88,226.056,899.402,1313.15,217.495,926.695,1100.66,258.076,825.728,888.993,276.505,871.564,893.879,285.507,826.155,808.752,-18.9967,732.951,1628.72,47.1249,739.655,1637.17,80.9778,911.686,1641.67,-42.6888,924.619,1650.53,-79.2173,972.888,1010.7,51.702,970.349,1015.21,-136.649,804.311,969.682,131.813,806.477,980.963,-150.077,914.386,504.368,-145.011,963.98,99.6871,-134.324,802.707,68.5884,-103.255,996.964,79.1303,121.343,910.815,494.363,113.365,975.848,114.193,82.0877,809.006,66.2688,69.5393,1005.13,76.6021
279,0,-8.49055,966.4,1105.55,-3.88318,778.799,1187.48,0.570755,840.537,1398.37,0.054159,938.222,1476.18,-191.274,869.964,1433.69,-232.073,876.817,1215.55,-236.454,888.618,1111.94,-269.965,812.101,895.417,-244.619,779.178,897.287,-264.651,767.824,824.652,188.64,898.401,1429.9,226.245,899.094,1313.18,217.67,926.437,1100.63,258.241,825.545,889.041,276.705,871.252,893.872,285.587,825.97,808.699,-18.7935,732.775,1628.7,47.3235,739.148,1637.14,81.0598,911.309,1641.67,-42.5551,924.282,1650.55,-79.0591,972.657,1010.72,51.8843,970.052,1015.19,-136.491,803.952,969.712,131.987,806.052,980.908,-149.966,914.305,504.367,-144.994,963.938,99.7121,-134.313,802.704,68.6228,-103.203,996.926,79.145,121.446,910.696,494.324,113.358,975.852,114.195,82.0992,809.01,66.2587,69.554,1005.11,76.5589
280,0,-8.31526,966.145,1105.59,-3.7418,778.501,1187.43,0.729893,840.277,1398.33,0.188626,937.898,1476.2,-191.112,869.68,1433.66,-231.907,876.535,1215.53,-236.243,888.345,1111.87,-269.762,811.945,895.4,-244.4,778.913,897.246,-264.46,767.492,824.714,188.744,898.069,1429.94,226.443,898.739,1313.22,217.835,926.196,1100.69,258.315,825.462,889.016,276.945,871.017,893.949,285.563,825.632,808.47,-18.5966,732.421,1628.74,47.5233,738.595,1637.07,81.1526,910.909,1641.64,-42.4426,923.903,1650.52,-78.8738,972.461,1010.75,52.0945,969.742,1015.18,-136.412,803.638,969.776,132.1,805.766,980.8,-149.819,914.204,504.413,-145.05,963.985,99.7896,-134.357,802.694,68.6034,-103.184,996.964,79.2263,121.526,910.544,494.299,113.42,975.853,114.214,82.0822,809.04,66.2769,69.5479,1005.12,76.5833
281,0,-8.1476,965.916,1105.62,-3.52108,778.045,1187.42,0.817574,840.056,1398.28,0.322701,937.592,1476.22,-190.92,869.366,1433.62,-231.65,876.154,1215.47,-236.038,888.052,1111.82,-269.492,811.765,895.434,-244.214,778.748,897.248,-264.151,767.129,824.669,188.875,897.729,1429.97,226.585,898.418,1313.27,218.005,925.962,1100.75,258.651,825.171,889.031,277.094,870.789,894.024,285.816,825.383,808.539,-18.5089,731.917,1628.81,47.6238,738.429,1636.87,81.2685,910.527,1641.63,-42.341,923.516,1650.53,-78.6577,972.23,1010.79,52.2823,969.409,1015.16,-136.275,803.528,969.711,132.195,805.39,980.748,-149.652,914.066,504.488,-144.956,963.917,99.7666,-134.318,802.639,68.5825,-103.168,996.956,79.2241,121.622,910.43,494.252,113.472,975.818,114.189,82.1004,809.025,66.2182,69.5567,1005.11,76.5651
282,0,-7.96862,965.615,1105.61,-3.39577,777.776,1187.35,0.92232,839.936,1398.22,0.480661,937.278,1476.22,-190.744,869.063,1433.56,-231.438,875.817,1215.44,-235.836,887.729,1111.74,-269.256,811.599,895.434,-244.006,778.562,897.202,-263.927,766.889,824.644,189.031,897.318,1429.99,226.735,898.064,1313.27,218.199,925.668,1100.85,258.931,824.884,889.083,277.244,870.61,894.101,285.996,825.181,808.508,-18.4261,732.127,1628.76,47.7972,737.974,1636.88,81.399,910.145,1641.61,-42.2077,923.145,1650.51,-78.4539,972.021,1010.82,52.4824,969.119,1015.13,-136.083,803.063,969.725,132.314,805.021,980.702,-149.507,913.945,504.521,-144.934,963.849,99.7248,-134.342,802.644,68.5947,-103.121,996.933,79.222,121.721,910.271,494.236,113.502,975.824,114.182,82.0813,809.012,66.2636,69.5462,1005.13,76.594
283,0,-7.77352,965.309,1105.57,-3.31442,777.591,1187.27,1.02832,839.668,1398.27,0.645363,936.938,1476.24,-190.57,868.783,1433.54,-231.314,875.568,1215.37,-235.621,887.386,1111.64,-269.106,811.407,895.312,-243.797,778.345,897.129,-263.636,766.425,824.636,189.231,896.88,1430,226.864,897.681,1313.32,218.401,925.331,1100.95,259.142,824.634,889.143,277.403,870.381,894.19,285.744,825.173,808.012,-18.3534,732.015,1628.75,47.9253,737.655,1636.92,81.5228,909.755,1641.6,-42.0899,922.834,1650.54,-78.2318,971.793,1010.81,52.6767,968.875,1015.14,-135.985,802.881,969.75,132.431,804.844,980.585,-149.386,913.825,504.53,-144.923,963.849,99.7505,-134.352,802.657,68.5659,-103.098,996.891,79.2168,121.786,910.165,494.182,113.579,975.835,114.203,82.0563,809.002,66.2382,69.5649,1005.15,76.6344
284,0,-7.55596,965.009,1105.54,-3.26942,777.353,1187.23,1.19965,839.593,1398.19,0.838502,936.606,1476.24,-190.486,868.61,1433.58,-231.07,875.259,1215.33,-235.42,887.138,1111.62,-268.9,811.091,895.182,-243.528,778.099,897.068,-263.379,766.085,824.607,189.451,896.395,1429.98,227.126,897.232,1313.34,218.668,924.948,1100.93,259.038,824.593,889.2,277.583,870.129,894.28,286.4,824.685,808.411,-18.2981,731.849,1628.78,48.0287,737.448,1636.96,81.6865,909.414,1641.64,-41.9596,922.479,1650.5,-78.0007,971.578,1010.81,52.86,968.654,1015.17,-135.871,802.626,969.724,132.51,804.517,980.556,-149.205,913.644,504.547,-144.899,963.845,99.8003,-134.343,802.643,68.6089,-103.063,996.938,79.2761,121.854,909.985,494.129,113.583,975.797,114.226,82.061,809.036,66.2529,69.5829,1005.11,76.5671
285,0,-7.37729,964.752,1105.55,-3.14567,777.098,1187.17,1.30459,839.573,1398.08,1.03027,936.249,1476.23,-190.296,868.312,1433.52,-230.856,874.954,1215.24,-235.204,886.94,1111.64,-268.675,810.887,895.199,-243.272,777.838,897.114,-263.162,765.825,824.68,189.608,896.026,1430.02,227.302,896.831,1313.39,218.934,924.502,1100.92,259.123,824.424,889.151,277.819,869.74,894.289,286.569,824.377,808.344,-18.2461,731.216,1628.85,48.0953,737.198,1636.87,81.8053,909.063,1641.66,-41.8223,922.189,1650.55,-77.7826,971.366,1010.87,53.0297,968.435,1015.2,-135.679,802.258,969.769,132.561,804.423,980.453,-149.116,913.591,504.601,-145.005,963.893,99.8773,-134.324,802.654,68.5733,-103.054,996.935,79.2957,121.924,909.809,494.079,113.576,975.806,114.207,82.1141,809.016,66.2303,69.5841,1005.13,76.6065
286,0,-7.16572,964.495,1105.55,-3.06141,776.958,1187.14,1.45651,839.45,1398.1,1.22748,935.89,1476.2,-190.124,868.011,1433.46,-230.569,874.692,1215.21,-234.98,886.68,1111.59,-268.41,810.489,895.12,-242.963,777.59,897.11,-263.033,765.706,824.679,189.815,895.568,1430.02,227.523,896.358,1313.38,219.207,924.078,1100.88,259.405,823.99,889.089,278.089,869.349,894.273,286.792,824.014,808.318,-18.1833,731.135,1628.82,48.2435,736.823,1636.98,81.9385,908.699,1641.68,-41.6658,921.865,1650.55,-77.5623,971.143,1010.88,53.1961,968.165,1015.25,-135.548,801.961,969.804,132.665,804.312,980.372,-149.043,913.434,504.599,-145.014,963.813,99.9106,-134.348,802.665,68.6147,-103.055,996.956,79.2982,121.974,909.646,494.079,113.548,975.796,114.178,82.0835,809.001,66.2395,69.6005,1005.11,76.6024
287,0,-6.97726,964.233,1105.56,-2.96697,776.759,1187.07,1.55185,839.212,1398.02,1.41887,935.611,1476.21,-189.931,867.723,1433.44,-230.371,874.438,1215.15,-234.766,886.537,1111.62,-268.167,810.233,895.083,-242.836,777.405,896.962,-262.734,765.257,824.669,189.947,895.253,1430.09,227.748,895.984,1313.36,219.422,923.742,1100.9,259.76,823.523,889.117,278.309,869.048,894.366,287.081,823.666,808.311,-18.1284,729.959,1629.01,48.2873,736.364,1636.96,82.0878,908.305,1641.69,-41.4657,921.542,1650.54,-77.3582,970.926,1010.88,53.3663,967.879,1015.27,-135.416,801.68,969.795,132.747,804.212,980.293,-148.932,913.253,504.597,-145.003,963.744,99.8572,-134.381,802.599,68.6071,-103.096,996.892,79.2323,122.052,909.478,494.083,113.589,975.798,114.234,82.0637,809.005,66.2171,69.6123,1005.11,76.5948
288,0,-6.79984,963.975,1105.56,-2.94306,776.577,1187,1.72024,839.02,1398.05,1.62137,935.328,1476.23,-189.49,867.05,1433.21,-230.19,874.27,1215.15,-234.563,886.311,1111.6,-267.946,810.051,895.076,-242.605,777.168,896.928,-262.457,764.853,824.656,190.198,894.774,1430.07,227.896,895.621,1313.38,219.614,923.47,1100.91,260.194,823.045,889.236,278.649,868.679,894.329,287.457,823.239,808.313,-17.9459,729.336,1628.64,48.2775,736.07,1636.89,82.3369,907.958,1641.72,-41.2832,921.189,1650.52,-77.1877,970.692,1010.91,53.5512,967.596,1015.3,-135.295,801.586,969.737,132.831,804.117,980.216,-148.94,913.125,504.607,-145.098,963.74,99.8986,-134.413,802.648,68.6145,-103.145,996.903,79.2775,122.135,909.246,494.038,113.611,975.767,114.214,82.0584,809.022,66.2364,69.5993,1005.1,76.6083
289,0,-6.63247,963.702,1105.58,-2.86972,776.449,1186.91,1.99435,838.65,1398.09,1.79693,935.019,1476.25,-189.52,867.161,1433.36,-230.024,874.08,1215.1,-234.335,886.063,1111.55,-267.674,809.877,895.118,-242.342,776.945,896.921,-262.231,764.652,824.706,190.363,894.385,1430.06,228.039,895.275,1313.41,219.806,923.184,1100.93,260.311,822.817,889.216,278.94,868.291,894.289,287.766,822.785,808.271,-17.7434,728.57,1628.59,48.347,735.468,1636.96,82.5474,907.553,1641.7,-41.0702,920.871,1650.52,-77.0605,970.488,1010.96,53.7703,967.289,1015.29,-135.122,801.213,969.757,132.943,803.797,980.255,-148.798,912.868,504.558,-145.163,963.735,99.9341,-134.539,802.803,68.6261,-103.136,996.894,79.245,122.168,909.087,494.071,113.66,975.747,114.245,82.0701,808.996,66.2528,69.6144,1005.13,76.6415
290,0,-6.40765,963.383,1105.53,-2.74684,776.171,1186.95,2.22541,837.441,1398.38,2.0232,934.671,1476.19,-189.333,866.93,1433.35,-229.849,873.915,1215.1,-234.111,885.802,1111.49,-267.455,809.703,895.154,-242.179,776.725,896.932,-262.031,764.367,824.691,190.552,893.997,1430.06,228.196,894.896,1313.42,220.041,922.784,1101.02,260.413,822.42,889.157,279.535,867.654,893.97,288.011,822.43,808.335,-17.5326,727.566,1628.81,48.3171,734.788,1636.83,82.7544,907.202,1641.71,-40.8495,920.562,1650.48,-76.888,970.23,1010.96,53.9655,967.001,1015.27,-134.987,801.069,969.645,133.09,803.457,980.272,-148.782,912.622,504.539,-145.183,963.696,99.9224,-134.47,802.655,68.5685,-103.184,996.913,79.2865,122.174,908.87,493.976,113.631,975.716,114.207,82.0765,809.047,66.2315,69.6306,1005.08,76.6107
291,0,-6.16484,963.037,1105.5,-2.63852,775.95,1186.94,2.54564,837.089,1398.24,2.22481,934.382,1476.21,-189.163,866.642,1433.29,-229.672,873.681,1215.06,-233.914,885.527,1111.44,-267.218,809.537,895.178,-241.919,776.507,896.925,-261.884,764.236,824.618,190.743,893.581,1430.03,228.461,894.478,1313.4,220.332,922.325,1100.92,260.703,822.035,889.163,279.789,867.156,893.994,288.669,822.098,808.873,-17.524,726.836,1628.79,48.462,734.599,1636.74,82.9651,906.802,1641.7,-40.6443,920.294,1650.49,-76.7404,969.977,1010.94,54.1702,966.747,1015.3,-134.813,800.81,969.672,133.26,803.077,980.308,-148.683,912.32,504.498,-145.224,963.693,99.9528,-134.164,802.829,68.3447,-103.182,996.896,79.266,122.216,908.672,493.922,113.673,975.693,114.204,82.0745,809.066,66.2653,69.6282,1005.11,76.6735
292,0,-5.93043,962.633,1105.46,-2.48496,775.679,1186.96,2.70213,836.776,1398.21,2.47521,933.983,1476.18,-188.975,866.461,1433.31,-229.445,873.501,1215.1,-233.683,885.321,1111.39,-267.024,809.356,895.164,-241.645,776.243,896.936,-261.766,763.981,824.561,190.909,893.19,1430.03,228.661,894.101,1313.4,220.623,921.958,1100.83,260.411,823.877,888.514,280.098,866.78,894.028,288.943,821.63,808.837,-17.3426,726.208,1628.75,48.5427,734.074,1636.71,83.176,906.44,1641.71,-40.4167,919.971,1650.46,-76.5338,969.675,1010.93,54.3673,966.46,1015.31,-134.626,800.464,969.74,133.384,802.77,980.346,-148.591,911.988,504.466,-145.213,963.608,99.8863,-134.179,802.8,68.2768,-103.183,996.928,79.2852,122.273,908.505,493.891,113.688,975.726,114.235,82.042,809.028,66.2363,69.6316,1005.11,76.6708
293,0,-5.71364,962.269,1105.47,-2.29065,775.108,1187.04,3.03423,836.23,1398.25,2.71475,933.605,1476.17,-188.805,866.245,1433.32,-229.202,873.258,1215.08,-233.471,885.095,1111.38,-266.807,809.158,895.111,-241.483,775.993,896.874,-261.653,763.784,824.602,191.076,892.826,1430.06,228.909,893.688,1313.41,220.859,921.49,1100.78,261.304,821.377,889.273,280.188,866.583,894.235,289.267,821.172,808.54,-17.2585,725.433,1628.8,48.6325,733.503,1636.69,83.3972,906.054,1641.69,-40.1941,919.671,1650.46,-76.3333,969.373,1010.9,54.574,966.159,1015.29,-134.475,800.403,969.667,133.566,802.403,980.347,-148.526,911.723,504.428,-145.205,963.59,99.9188,-134.158,802.805,68.2538,-103.201,996.899,79.288,122.347,908.312,493.862,113.676,975.706,114.297,82.051,809.042,66.2417,69.6276,1005.06,76.6042
294,0,-5.47727,962.007,1105.47,-2.06685,774.549,1187.14,3.18025,836.019,1398.19,2.96462,933.255,1476.15,-188.588,866.046,1433.35,-229.005,873.08,1215.09,-233.244,884.87,1111.34,-266.639,808.968,895.094,-241.302,775.748,896.803,-261.462,763.563,824.581,191.258,892.455,1430.07,229.211,893.189,1313.36,221.09,921.192,1100.76,261.453,820.966,889.233,280.499,866.241,894.293,289.531,820.71,808.619,-17.0686,724.847,1628.98,48.7135,732.925,1636.74,83.5998,905.602,1641.68,-39.9523,919.379,1650.46,-76.0876,969.076,1010.94,54.8061,965.8,1015.29,-134.334,800.315,969.569,133.765,801.893,980.397,-148.36,911.416,504.339,-145.261,963.601,99.9617,-134.18,802.797,68.2267,-103.202,996.882,79.2671,122.415,908.088,493.798,113.726,975.665,114.203,82.0112,809.047,66.2526,69.6583,1005.13,76.7113
295,0,-5.29112,961.715,1105.46,-1.8189,774.113,1187.12,2.31295,832.337,1399.39,3.21242,932.973,1476.19,-188.421,865.856,1433.38,-228.741,872.852,1215.08,-232.991,884.696,1111.33,-266.513,808.797,895.025,-241.137,775.546,896.81,-261.281,763.263,824.546,191.439,892.049,1430.08,229.471,892.707,1313.36,221.34,920.798,1100.87,261.637,820.567,889.223,280.811,865.831,894.266,289.797,820.315,808.626,-16.821,724.054,1629.06,48.7337,732.298,1636.8,83.7865,905.198,1641.66,-39.7397,919.08,1650.44,-75.8479,968.758,1010.94,54.9972,965.506,1015.35,-134.2,800.135,969.535,133.986,801.5,980.425,-148.271,911.139,504.335,-145.275,963.603,99.9798,-134.133,802.822,68.2382,-103.208,996.897,79.2779,122.5,907.888,493.753,113.745,975.641,114.231,82.0574,809.025,66.2691,69.6471,1005.12,76.686
