Trajectories
100
,,Pauline:T10,,,Pauline:STRN,,,Pauline:CLAV,,,Pauline:C7,,,Pauline:RSHO,,,Pauline:RUPA,,,Pauline:RELB,,,Pauline:RWRB,,,Pauline:RWRA,,,Pauline:RFIN,,,Pauline:LSHO,,,Pauline:LUPA,,,Pauline:LELB,,,Pauline:LWRA,,,Pauline:LWRB,,,Pauline:LFIN,,,Pauline:RFHD,,,Pauline:LFHD,,,Pauline:LBHD,,,Pauline:RBHD,,,Pauline:RPSI,,,Pauline:LPSI,,,Pauline:RASI,,,Pauline:LASI,,,Pauline:RKNE,,,Pauline:RANK,,,Pauline:RTOE,,,Pauline:RHEE,,,Pauline:LKNE,,,Pauline:LANK,,,Pauline:LTOE,,,Pauline:LHEE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
134,0,-60.2951,232.729,1102.54,-62.0205,39.6798,1189.96,-58.4088,110.152,1400.66,-56.7106,211.174,1472.98,-251.332,145.341,1428.6,-297.818,157.233,1214.19,-305.599,167.678,1111.48,-366.649,55.9463,829.227,-340.343,68.5713,895.389,-361.009,104.81,896.039,130.718,162.66,1432.67,172.234,164.25,1318.4,171.444,191.651,1105.59,247.95,95.2146,904.034,250.621,142.98,905.832,287.45,104.729,831.858,-88.7064,20.5103,1639.6,-23.4775,22.905,1648.22,19.108,191.307,1656.18,-99.3965,214.76,1653.42,-132.257,239.947,1004.63,0.177943,237.722,1010.78,-189.922,65.24,967.93,80.3493,69.0895,983.561,-199.904,182.381,503.446,-192.622,232.548,100.109,-199.011,70.0583,68.0966,-146.521,259.416,77.8079,78.6214,172.326,494.446,78.9478,226.055,113.702,36.3367,60.4733,65.9183,38.0685,257.44,76.1021
135,0,-60.3062,232.68,1102.52,-61.9924,39.5953,1189.98,-58.3998,110.238,1400.65,-56.6907,211.138,1472.97,-251.346,145.441,1428.72,-297.797,157.372,1214.27,-305.478,167.891,1111.59,-366.645,56.0259,829.344,-340.421,68.6463,895.525,-360.93,104.947,896.186,130.746,162.7,1432.62,172.244,164.279,1318.35,171.538,191.721,1105.59,248.238,95.0886,904.061,250.814,142.933,905.814,287.272,104.32,831.365,-88.6906,20.5538,1639.47,-23.532,22.8132,1648.13,19.2013,191.195,1656.26,-99.3277,214.722,1653.57,-132.213,239.863,1004.63,0.207942,237.642,1010.77,-189.884,65.194,967.898,80.403,69.0269,983.535,-199.855,182.376,503.415,-193.104,232.974,99.8219,-199.027,70.0799,68.0915,-146.497,259.399,77.805,78.6226,172.321,494.447,78.9334,226.034,113.723,36.369,60.4636,65.9174,38.077,257.424,76.1131
136,0,-60.2687,232.59,1102.53,-61.978,39.5475,1189.98,-58.3611,110.16,1400.69,-56.6253,211.181,1473,-251.324,145.446,1428.87,-297.74,157.543,1214.37,-305.369,168.186,1111.73,-366.666,56.1324,829.509,-340.469,68.8077,895.651,-360.848,105.162,896.25,130.791,162.743,1432.52,172.306,164.315,1318.29,171.659,191.902,1105.58,248.462,95.0226,904.055,251.274,142.405,905.483,286.883,103.97,830.677,-88.7423,20.5851,1639.39,-23.5605,22.734,1648.05,19.246,191.159,1656.34,-99.2696,214.7,1653.65,-132.174,239.808,1004.62,0.25336,237.594,1010.75,-189.859,65.1166,967.844,80.451,68.9846,983.544,-199.823,182.355,503.423,-192.605,232.548,100.144,-199.028,70.0742,68.1198,-146.549,259.383,77.7703,78.6682,172.313,494.449,78.9584,225.993,113.707,36.3629,60.4775,65.9039,38.0943,257.454,76.1337
137,0,-60.2615,232.57,1102.55,-61.9489,39.4749,1190,-58.3109,110.156,1400.74,-56.5921,211.16,1473,-251.277,145.457,1429,-297.693,157.74,1214.42,-305.196,168.484,1111.82,-366.892,56.0232,829.715,-340.445,68.9179,895.818,-360.792,105.292,896.442,130.83,162.757,1432.46,172.338,164.389,1318.26,171.747,191.874,1105.5,248.587,94.894,903.996,251.459,142.334,905.474,286.43,103.694,830.181,-88.748,20.5674,1639.32,-23.5747,22.7108,1648,19.2965,191.035,1656.39,-99.1451,214.721,1653.71,-132.152,239.72,1004.61,0.293901,237.568,1010.76,-189.826,65.0153,967.831,80.4645,68.934,983.527,-199.599,182.7,503.144,-192.588,232.529,100.15,-198.985,70.0838,68.0925,-146.53,259.506,77.8828,78.6765,172.331,494.442,78.9712,226.021,113.705,36.3621,60.4643,65.9158,38.1075,257.455,76.1393
138,0,-60.2847,232.461,1102.53,-61.9506,39.4569,1189.97,-58.2558,110.119,1400.79,-56.5169,211.194,1472.98,-251.249,145.364,1429.14,-297.819,158.391,1214.39,-305.077,168.715,1111.91,-366.786,56.3113,829.766,-340.455,69.0446,895.955,-360.696,105.507,896.535,130.874,162.794,1432.39,172.358,164.422,1318.18,171.845,191.964,1105.48,248.662,94.8087,903.983,251.589,142.297,905.48,285.905,103.445,829.537,-88.7528,20.524,1639.36,-23.6124,22.6085,1647.95,19.3268,191.063,1656.44,-99.0993,214.8,1653.79,-132.135,239.662,1004.64,0.342783,237.453,1010.73,-189.781,64.9505,967.768,80.5373,68.8617,983.514,-199.581,182.626,503.157,-192.6,232.511,100.135,-198.989,70.0514,68.1167,-146.519,259.404,77.8319,78.7192,172.347,494.446,78.9783,226.016,113.69,36.3475,60.4541,65.8909,38.0894,257.479,76.1822
139,0,-60.2815,232.431,1102.53,-61.899,39.3229,1190.03,-58.2196,110.09,1400.81,-56.4788,211.145,1473,-251.209,145.375,1429.25,-297.728,158.628,1214.44,-304.907,169.07,1112.02,-366.749,56.5119,829.836,-340.412,69.2501,896.075,-360.575,105.702,896.639,130.93,162.831,1432.34,172.398,164.488,1318.14,171.928,191.969,1105.42,248.718,94.641,903.969,251.691,142.157,905.39,285.385,103.289,829.003,-88.7741,20.5908,1639.25,-23.593,22.7349,1647.93,19.3746,190.987,1656.47,-99.0155,214.846,1653.81,-132.105,239.552,1004.6,0.353256,237.418,1010.75,-189.737,64.8946,967.72,80.5415,68.8719,983.523,-199.538,182.616,503.142,-192.556,232.543,100.161,-199,70.0537,68.1,-146.52,259.365,77.7681,78.7354,172.323,494.472,78.9763,226.036,113.708,36.3755,60.466,65.9106,38.0843,257.462,76.1565
140,0,-60.3,232.369,1102.51,-61.8765,39.2637,1190.04,-58.1696,110.109,1400.83,-56.4188,211.202,1473,-251.142,145.344,1429.34,-297.643,158.784,1214.49,-304.787,169.222,1112.04,-366.718,56.7225,829.89,-340.403,69.5214,896.131,-360.451,105.927,896.696,130.984,162.821,1432.28,172.422,164.465,1318.07,171.954,191.977,1105.35,248.78,94.4888,903.949,251.737,142.083,905.329,284.857,103.233,828.476,-88.7636,20.6316,1639.27,-23.6006,22.6889,1647.91,19.408,191.041,1656.5,-98.9372,214.895,1653.85,-132.102,239.456,1004.6,0.390169,237.38,1010.75,-189.681,64.8288,967.711,80.6109,68.7874,983.541,-199.517,182.559,503.161,-193.101,232.989,99.9418,-199.012,70.0256,68.091,-146.512,259.356,77.7988,78.7496,172.336,494.488,78.9846,225.983,113.694,36.3763,60.4677,65.9156,38.0763,257.455,76.1692
141,0,-60.2918,232.322,1102.5,-61.8465,39.1718,1190.1,-58.1011,110.063,1400.86,-56.3527,211.212,1473.03,-251.098,145.297,1429.44,-297.528,158.921,1214.51,-304.659,169.368,1112.05,-366.671,56.9793,829.935,-340.329,69.7143,896.191,-360.361,106.089,896.734,131.057,162.805,1432.23,172.437,164.438,1318.01,171.965,191.966,1105.29,248.713,94.3769,903.856,251.715,141.985,905.191,284.428,102.821,828.129,-88.781,20.5961,1639.26,-23.5663,22.7353,1647.92,19.4588,190.99,1656.49,-98.8572,214.988,1653.82,-132.091,239.393,1004.63,0.401648,237.306,1010.73,-189.627,64.7448,967.718,80.6461,68.796,983.526,-199.491,182.533,503.151,-193.057,232.981,99.9235,-198.984,70.0634,68.0617,-146.528,259.352,77.7654,78.7672,172.311,494.497,79.0008,226.01,113.688,36.3743,60.4576,65.8949,38.0949,257.502,76.2037
142,0,-60.2779,232.304,1102.5,-61.7988,39.0864,1190.13,-58.0558,110.028,1400.93,-56.3087,211.189,1473.02,-251.08,145.28,1429.51,-297.454,159.026,1214.55,-304.53,169.44,1112.07,-366.545,57.2737,829.903,-340.243,69.9054,896.206,-360.248,106.314,896.735,131.068,162.882,1432.2,172.46,164.442,1317.98,171.91,191.908,1105.22,248.174,94.7118,903.353,251.629,141.911,905.089,284.081,102.668,827.848,-88.7255,20.6437,1639.31,-23.5344,22.8427,1647.92,19.4941,191.07,1656.51,-98.7666,215.036,1653.82,-132.067,239.358,1004.63,0.422862,237.284,1010.75,-189.547,64.6706,967.729,80.683,68.7912,983.534,-199.441,182.487,503.173,-193.087,232.98,99.8908,-198.972,70.0652,68.0937,-146.512,259.403,77.8473,78.7797,172.302,494.483,78.9809,226.011,113.695,36.3672,60.4513,65.9202,38.071,257.395,76.1132
143,0,-60.273,232.269,1102.5,-61.7868,38.9915,1190.17,-57.9928,109.956,1400.96,-56.2539,211.194,1473.01,-251.035,145.266,1429.58,-297.384,159.107,1214.54,-304.406,169.54,1112.05,-366.417,57.5538,829.823,-340.118,70.1174,896.249,-360.107,106.532,896.688,131.142,162.864,1432.16,172.477,164.393,1317.93,171.851,191.849,1105.16,247.927,94.6266,903.166,251.308,142.307,905.215,283.556,102.49,827.59,-88.7205,20.668,1639.35,-23.484,22.9144,1647.96,19.5595,191.128,1656.53,-98.734,215.074,1653.78,-132.077,239.251,1004.6,0.458813,237.213,1010.74,-189.502,64.6443,967.73,80.7203,68.7742,983.547,-199.392,182.425,503.183,-193.047,232.954,99.9103,-198.985,70.0361,68.0947,-146.531,259.409,77.8474,78.8179,172.325,494.472,78.9726,226.008,113.709,36.3742,60.4482,65.9068,38.0627,257.445,76.1232
144,0,-60.3869,229.932,1101.01,-61.7278,38.9462,1190.09,-57.9298,109.946,1401.01,-56.1739,211.107,1472.96,-251.022,145.236,1429.6,-297.311,159.137,1214.51,-304.272,169.548,1112.05,-366.339,57.8826,829.735,-340.01,70.4098,896.16,-359.919,106.724,896.656,131.211,162.789,1432.13,172.485,164.687,1318.15,171.764,191.772,1105.12,247.576,94.5076,902.971,251.119,142.286,905.11,282.918,102.36,827.317,-88.6846,20.7691,1639.39,-23.4191,23.0009,1648.01,19.6037,191.156,1656.48,-98.6497,215.159,1653.76,-132.052,239.216,1004.59,0.468921,237.2,1010.75,-189.444,64.5767,967.715,80.7521,68.7512,983.545,-199.386,182.428,503.148,-192.603,232.53,100.179,-198.992,70.0415,68.1108,-146.493,259.386,77.8018,78.8404,172.314,494.472,78.9525,225.995,113.695,36.3503,60.4523,65.8767,38.0814,257.416,76.1423
145,0,-60.1785,232.216,1102.46,-61.7051,38.8655,1190.18,-57.8591,109.934,1401.02,-56.1235,211.169,1472.96,-251.003,145.201,1429.65,-297.255,159.152,1214.51,-304.158,169.484,1111.98,-366.164,58.2589,829.621,-339.871,70.7788,896.051,-359.613,107.086,896.471,131.273,162.743,1432.11,172.181,164.169,1317.97,171.492,191.018,1104.8,247.188,94.4586,902.805,250.879,142.244,904.954,282.525,102.369,827.203,-88.6642,20.7573,1639.37,-23.5101,22.5894,1648.12,19.6661,191.226,1656.47,-98.5953,215.239,1653.7,-132.032,239.171,1004.59,0.495068,237.183,1010.75,-189.401,64.5125,967.769,80.782,68.7526,983.557,-199.348,182.342,503.195,-192.033,232.276,99.6853,-199.001,70.0466,68.1028,-146.51,259.405,77.8139,78.8579,172.291,494.48,78.9689,225.997,113.717,36.3694,60.4552,65.895,38.0666,257.45,76.1465
146,0,-60.1345,232.214,1102.47,-61.6549,38.8062,1190.2,-57.8233,109.877,1401.06,-56.073,211.131,1472.94,-250.952,145.19,1429.68,-297.199,159.132,1214.53,-304.025,169.44,1111.92,-365.929,58.8376,829.341,-339.74,71.082,895.869,-359.42,107.441,896.404,131.319,162.695,1432.11,172.193,164.096,1317.93,171.493,191.464,1104.99,247.006,94.239,902.721,250.546,142.231,904.847,282.084,102.348,826.987,-88.5823,20.8158,1639.44,-23.4545,22.766,1648.17,19.7093,191.262,1656.42,-98.5347,215.323,1653.67,-131.995,239.178,1004.6,0.529062,237.109,1010.67,-189.35,64.4981,967.771,80.8152,68.7295,983.556,-199.327,182.327,503.179,-192.524,232.501,100.176,-198.995,70.028,68.1165,-146.524,259.415,77.8572,78.8674,172.269,494.489,78.9911,226.007,113.693,36.3329,60.4482,65.8801,38.0843,257.425,76.1752
147,0,-60.0946,232.23,1102.48,-61.6121,38.7735,1190.2,-57.7762,109.884,1401.09,-56.0009,211.167,1472.94,-250.912,145.174,1429.71,-297.153,159.179,1214.53,-303.86,169.392,1111.89,-365.807,60.1294,828.503,-339.467,71.3436,895.809,-359.204,107.767,896.311,131.38,162.642,1432.09,172.509,164.356,1318,171.356,191.376,1104.98,246.61,94.2528,902.589,250.188,142.312,904.748,281.909,102.464,826.889,-88.5471,20.777,1639.51,-23.255,23.244,1648.12,19.7817,191.327,1656.39,-98.4785,215.324,1653.64,-131.973,239.111,1004.56,0.553741,237.1,1010.69,-189.304,64.4634,967.771,80.847,68.7363,983.556,-199.282,182.255,503.214,-192.543,232.506,100.172,-198.983,70.055,68.1096,-146.5,259.413,77.8808,78.8915,172.272,494.491,78.9682,225.985,113.71,36.3526,60.4689,65.8759,38.0707,257.431,76.1445
148,0,-60.0286,232.24,1102.48,-61.5958,38.6759,1190.25,-57.7226,109.855,1401.11,-55.9272,211.183,1472.97,-250.842,145.115,1429.74,-297.101,159.171,1214.51,-303.674,169.302,1111.87,-365.662,60.5926,828.297,-339.232,71.6503,895.653,-359.045,108.018,896.318,131.455,162.533,1432.12,172.261,163.862,1317.86,171.229,191.2,1104.9,246.217,94.3003,902.464,249.856,142.312,904.625,281.605,102.644,826.696,-88.4729,20.8076,1639.56,-23.1373,23.4204,1648.09,19.8385,191.434,1656.38,-98.4389,215.427,1653.63,-131.945,239.078,1004.52,0.613031,237.119,1010.68,-189.252,64.4364,967.797,80.8836,68.7096,983.523,-199.248,182.272,503.175,-192.038,232.246,99.6864,-198.958,70.0387,68.092,-146.506,259.431,77.8828,78.9023,172.266,494.483,79.0023,225.999,113.672,36.3459,60.4482,65.9002,38.0671,257.446,76.1641
149,0,-59.9632,232.223,1102.46,-61.5558,38.6372,1190.29,-57.6857,109.818,1401.17,-55.858,211.137,1472.95,-250.794,145.098,1429.76,-296.624,158.406,1214.63,-303.509,169.277,1111.87,-365.425,60.965,828.117,-338.971,71.9264,895.555,-358.805,108.426,896.226,131.501,162.493,1432.14,172.545,164.098,1317.93,171.1,191.166,1104.91,245.982,94.1916,902.512,249.557,142.354,904.508,281.288,102.785,826.506,-88.388,20.8556,1639.55,-23.0473,23.542,1648.13,19.9001,191.482,1656.33,-98.3927,215.473,1653.64,-131.873,239.11,1004.51,0.646865,237.029,1010.61,-189.21,64.3921,967.826,80.931,68.7179,983.499,-199.24,182.248,503.181,-192.473,232.504,100.225,-198.977,70.0552,68.0972,-146.48,259.406,77.8565,78.9321,172.277,494.468,78.9496,225.984,113.698,36.3897,60.4551,65.8979,38.0792,257.438,76.1452
150,0,-59.9216,232.195,1102.48,-61.532,38.6203,1190.32,-57.6421,109.814,1401.16,-55.8088,211.189,1472.97,-250.755,145.107,1429.77,-296.529,158.388,1214.61,-303.326,169.232,1111.9,-365.024,60.984,828.254,-338.697,72.2107,895.471,-358.529,108.808,896.088,131.614,162.383,1432.13,172.544,164.012,1317.92,170.961,191.084,1104.92,245.721,94.1411,902.46,249.22,142.453,904.451,280.974,102.948,826.341,-88.3535,20.8093,1639.59,-23.0047,23.6054,1648.12,19.9477,191.557,1656.33,-98.3105,215.512,1653.63,-131.819,239.118,1004.5,0.705871,237.039,1010.61,-189.191,64.4326,967.832,80.9696,68.7311,983.474,-199.235,182.262,503.174,-192.245,232.587,99.4222,-198.967,70.0551,68.0758,-146.508,259.388,77.8456,78.9646,172.28,494.475,79.0009,226,113.7,36.3667,60.4359,65.9004,38.0707,257.452,76.1584
151,0,-60.0539,229.699,1100.9,-61.4897,38.5338,1190.36,-57.5587,109.778,1401.24,-55.7611,211.141,1472.99,-250.698,145.096,1429.8,-296.41,158.354,1214.59,-303.164,169.211,1111.89,-364.711,61.5265,827.951,-338.409,72.5191,895.312,-358.204,109.097,895.98,131.662,162.257,1432.17,172.547,163.929,1317.92,170.85,191.025,1104.89,245.433,94.2476,902.301,248.948,142.524,904.311,280.697,103.103,826.281,-88.2566,20.8803,1639.6,-22.9157,23.7053,1648.12,20.0608,191.572,1656.29,-98.2633,215.564,1653.66,-131.764,239.128,1004.53,0.775594,236.998,1010.58,-189.125,64.3892,967.877,80.9738,68.7214,983.476,-199.18,182.178,503.222,-192.008,232.252,99.6897,-198.98,70.0386,68.0695,-146.49,259.375,77.8469,78.9638,172.249,494.465,78.9908,226.015,113.687,36.3393,60.4702,65.9051,38.0626,257.444,76.1624
152,0,-59.9978,229.757,1100.95,-61.4793,38.5361,1190.38,-57.5016,109.744,1401.26,-55.7251,211.154,1473.01,-250.651,145.058,1429.82,-296.263,158.319,1214.6,-302.959,169.208,1111.88,-364.44,61.9122,827.733,-338.083,72.8359,895.183,-357.975,109.465,895.898,131.721,162.255,1432.19,172.578,163.828,1317.92,170.746,190.963,1104.88,245.033,94.4186,902.135,248.659,142.618,904.322,280.266,103.117,826.054,-88.1409,20.7048,1639.66,-22.8672,23.6063,1648.12,20.0811,191.589,1656.32,-98.1957,215.544,1653.66,-131.723,239.116,1004.52,0.813809,236.983,1010.6,-189.073,64.364,967.914,80.9943,68.726,983.459,-199.177,182.156,503.23,-191.997,232.243,99.6523,-198.994,70.0963,68.0465,-146.51,259.386,77.805,79.0047,172.273,494.468,79.0096,225.995,113.703,36.3477,60.4667,65.9238,38.1144,257.45,76.1404
153,0,-59.756,232.222,1102.53,-61.4444,38.5388,1190.44,-57.4652,109.743,1401.33,-55.6282,211.178,1473.03,-250.606,145.024,1429.85,-296.12,158.296,1214.57,-302.685,169.38,1111.89,-363.931,62.3051,827.552,-337.691,72.9891,895.091,-357.642,109.628,895.759,131.74,162.248,1432.19,172.613,163.813,1317.93,170.66,190.95,1104.88,244.807,94.4958,901.98,248.468,142.642,904.219,280.063,103.294,825.891,-88.0791,20.6308,1639.65,-22.7575,23.6952,1648.11,20.155,191.63,1656.33,-98.1678,215.627,1653.71,-131.67,239.159,1004.55,0.869956,236.996,1010.59,-189.053,64.3844,967.94,81.0164,68.7148,983.442,-199.131,182.146,503.214,-192.517,232.525,100.203,-198.98,70.0192,68.1297,-146.504,259.39,77.8729,79.0373,172.225,494.493,79.0137,225.988,113.673,36.3566,60.4799,65.905,38.1085,257.475,76.1628
154,0,-59.8954,229.841,1101.01,-61.4097,38.5254,1190.4,-57.4227,109.687,1401.34,-55.5783,211.118,1473.02,-250.564,145,1429.87,-296.001,158.316,1214.54,-302.446,169.562,1111.94,-363.471,62.6324,827.405,-337.362,73.1837,894.978,-357.288,109.961,895.536,131.802,162.205,1432.23,172.63,163.786,1317.93,170.57,190.977,1104.87,244.58,94.6203,901.79,248.244,142.767,904.127,279.719,103.48,825.604,-87.9999,20.6295,1639.63,-22.7021,23.707,1648.08,20.1871,191.622,1656.34,-98.1021,215.577,1653.73,-131.616,239.146,1004.58,0.919925,236.944,1010.59,-189.015,64.3787,967.978,81.0179,68.6891,983.455,-199.132,182.143,503.244,-192.499,232.487,100.207,-198.981,70.0653,68.0998,-146.486,259.37,77.836,79.0534,172.197,494.491,79.0145,226.016,113.683,36.367,60.4583,65.9163,38.1054,257.464,76.205
155,0,-59.8057,230.12,1101.18,-61.3743,38.3846,1190.48,-57.3547,109.65,1401.36,-55.5364,211.088,1473.02,-250.527,144.99,1429.91,-295.84,158.314,1214.55,-302.197,169.631,1111.95,-363.062,62.9014,827.284,-337.077,73.5741,894.688,-356.833,110.276,895.409,131.857,162.144,1432.21,172.658,163.787,1317.93,170.51,190.967,1104.84,244.285,94.7928,901.588,248.134,142.811,904.054,279.307,103.54,825.32,-87.9352,20.5564,1639.66,-22.6562,23.7302,1648.01,20.233,191.633,1656.35,-98.0352,215.55,1653.74,-131.584,239.128,1004.58,0.96627,236.893,1010.57,-188.995,64.3809,968.004,81.03,68.7016,983.437,-199.085,182.124,503.233,-192.024,232.248,99.7014,-198.968,70.0508,68.0985,-146.503,259.407,77.8696,79.0642,172.241,494.469,78.9553,225.988,113.728,36.3759,60.4478,65.9137,38.1034,257.465,76.147
156,0,-59.7754,230.156,1101.21,-61.3257,38.3335,1190.53,-57.3189,109.583,1401.4,-55.4936,211.049,1473.03,-250.496,144.995,1429.92,-295.698,158.286,1214.49,-301.908,169.79,1111.94,-362.678,63.087,827.234,-336.715,73.8713,894.45,-356.287,110.596,895.207,131.88,162.125,1432.22,172.702,163.807,1317.94,170.452,191.032,1104.89,244.089,94.8423,901.481,248.002,142.91,903.96,278.888,103.632,825.127,-87.832,20.2716,1639.82,-22.5818,23.6912,1647.93,20.2756,191.572,1656.35,-98.0146,215.521,1653.77,-131.535,239.108,1004.57,1.01065,236.865,1010.61,-188.969,64.4226,968.014,81.0246,68.7237,983.399,-199.058,182.125,503.227,-192.485,232.491,100.232,-198.963,70.0381,68.0873,-146.474,259.382,77.8428,79.0824,172.173,494.511,78.9688,225.988,113.715,36.383,60.4474,65.9226,38.0873,257.431,76.1552
157,0,-59.7154,230.223,1101.26,-61.2761,38.2933,1190.55,-57.2591,109.58,1401.43,-55.4514,211.054,1473.03,-250.442,144.946,1429.93,-295.572,158.283,1214.46,-301.599,169.974,1111.89,-362.267,63.3876,827.103,-336.45,74.1136,894.273,-355.917,110.809,895.032,131.936,162.093,1432.23,172.708,163.828,1317.91,170.395,191.094,1104.87,243.752,95.0675,901.241,247.889,142.992,903.909,278.542,103.554,825.049,-87.7667,20.1442,1639.82,-22.5715,23.6742,1647.92,20.2964,191.59,1656.36,-97.9579,215.489,1653.78,-131.48,239.154,1004.62,1.05003,236.862,1010.62,-188.937,64.3649,968.039,81.0422,68.7466,983.395,-199.069,182.109,503.259,-193.029,232.956,99.99,-199.002,70.0393,68.0931,-146.492,259.403,77.877,79.1054,172.191,494.475,78.9795,226.011,113.674,36.3638,60.4555,65.9098,38.1321,257.464,76.1398
158,0,-59.638,230.718,1101.59,-61.2311,38.2782,1190.57,-57.1925,109.471,1401.44,-55.3971,210.998,1473.03,-250.381,144.937,1429.92,-295.421,158.315,1214.41,-301.362,170.087,1111.83,-361.915,63.6541,826.973,-336.171,74.3503,894.1,-355.586,110.884,894.861,132.015,162.081,1432.25,172.714,163.832,1317.92,170.355,191.117,1104.89,243.702,94.9895,901.234,248.096,142.482,903.552,278.304,103.532,824.973,-87.7475,20.0996,1639.78,-22.5845,23.688,1647.89,20.3092,191.531,1656.38,-97.9227,215.469,1653.82,-131.418,239.196,1004.6,1.08809,236.874,1010.65,-188.922,64.4034,968.034,81.05,68.7557,983.361,-199.027,182.154,503.223,-191.985,232.26,99.7234,-198.995,70.047,68.1068,-146.465,259.338,77.8317,79.1207,172.161,494.483,78.9599,226.017,113.695,36.3704,60.4356,65.9181,38.1119,257.462,76.1564
159,0,-59.5984,230.736,1101.62,-61.1941,38.2879,1190.6,-57.1455,109.413,1401.45,-55.3355,210.996,1473.03,-250.373,144.897,1429.93,-295.264,158.329,1214.36,-301.109,170.196,1111.82,-361.401,63.8738,826.802,-335.879,74.714,893.95,-355.319,111.032,894.851,132.073,162.073,1432.27,172.474,163.363,1317.78,170.319,191.112,1104.85,243.523,95.1331,901.166,248.017,142.579,903.505,278.129,103.488,824.859,-87.8544,20.2632,1639.62,-22.566,23.5577,1647.9,20.3403,191.405,1656.4,-97.8977,215.505,1653.81,-131.391,239.247,1004.65,1.15586,236.885,1010.65,-188.915,64.4139,968.031,81.0482,68.7253,983.362,-199.03,182.124,503.261,-192.198,232.578,99.4378,-198.987,70.0171,68.1203,-146.454,259.347,77.8271,79.123,172.144,494.475,79.0276,226.003,113.676,36.3762,60.4571,65.9184,38.1527,257.493,76.1674
160,0,-59.5732,230.38,1101.38,-61.1519,38.2934,1190.63,-57.1055,109.362,1401.45,-55.2761,210.942,1473.03,-250.325,144.831,1429.9,-295.131,158.375,1214.29,-300.893,170.247,1111.79,-360.865,64.7441,826.031,-335.753,76.1183,892.953,-354.893,111.161,894.778,132.16,161.971,1432.28,172.479,163.415,1317.81,170.268,191.178,1104.88,243.509,95.1779,901.168,247.946,142.655,903.451,277.962,103.508,824.778,-87.844,20.2285,1639.6,-22.5486,23.5214,1647.9,20.3367,191.384,1656.42,-97.8913,215.421,1653.8,-131.342,239.286,1004.66,1.17572,236.812,1010.62,-188.905,64.4889,967.997,81.046,68.7599,983.34,-198.974,182.121,503.259,-192.154,232.545,99.4402,-198.979,70.0355,68.1097,-146.466,259.42,77.8623,79.1712,172.144,494.461,78.9983,226.008,113.698,36.3826,60.4821,65.9115,38.1235,257.458,76.1095
161,0,-59.5433,230.451,1101.41,-61.1083,38.2196,1190.64,-57.041,109.259,1401.47,-55.2252,210.913,1473.04,-250.253,144.777,1429.9,-294.963,158.389,1214.23,-300.667,170.131,1111.64,-360.431,64.5013,826.179,-335.353,76.4185,892.805,-354.509,111.27,894.656,132.183,161.945,1432.31,172.781,163.711,1317.91,170.312,191.243,1104.92,243.364,95.2808,901.148,247.874,142.751,903.436,277.939,103.515,824.806,-87.7911,20.2124,1639.7,-22.6026,23.4989,1647.89,20.3723,191.327,1656.41,-97.846,215.366,1653.78,-131.281,239.274,1004.63,1.24079,236.878,1010.66,-188.868,64.5055,968.014,81.0548,68.7221,983.365,-198.988,182.144,503.251,-192.16,232.569,99.5132,-198.985,70.0425,68.1,-146.446,259.429,77.8807,79.1854,172.119,494.486,79.005,226.001,113.695,36.3801,60.4842,65.9069,38.1565,257.469,76.1269
162,0,-59.5117,230.145,1101.22,-61.0838,38.2149,1190.7,-57.0166,109.211,1401.5,-55.1918,210.81,1473.04,-250.222,144.666,1429.9,-294.779,158.403,1214.18,-300.403,170.214,1111.61,-359.925,64.667,825.995,-334.742,75.4773,893.51,-354.133,111.471,894.518,132.254,161.834,1432.33,172.825,163.717,1317.92,170.305,191.253,1104.93,243.335,95.3697,901.158,247.842,142.889,903.438,277.915,103.601,824.779,-87.861,20.12,1639.6,-22.5991,23.3962,1647.96,20.369,191.31,1656.43,-97.8468,215.331,1653.72,-131.238,239.331,1004.66,1.29703,236.894,1010.66,-188.85,64.4915,968.059,81.0764,68.7365,983.342,-198.95,182.128,503.276,-191.987,232.26,99.6964,-198.995,70.0643,68.1191,-146.446,259.349,77.8186,79.1974,172.106,494.485,78.9938,226.012,113.687,36.4088,60.5018,65.9007,38.1362,257.486,76.1713
