,,Danseur:mainD11,,,Danseur:mainD12,,,Danseur:mainD13,,,Danseur:tete1,,,Danseur:tete2,,,Danseur:tete3,,,Danseur:tete4,,,Danseur:epaules1,,,Danseur:epaules2,,,Danseur:epaules3,,,Danseur:epaules4,,,Danseur:brasD2,,,Danseur:brasD3,,,Danseur:colonne2,,,Danseur:colonne3,,,Danseur:colonne4,,,Danseur:homoplateD1,,,Danseur:piedD1,,,Danseur:piedD2,,,Danseur:piedD3,,,Danseur:piedG1,,,Danseur:piedG2,,,Danseur:piedG3,,,Danseur:mainG1,,,Danseur:mainG2,,,Danseur:mainG3,,,Danseur:avantbrasG1,,,Danseur:brasG2,,,Danseur:bassin1,,,Danseur:bassin4,,,Danseur:sternum1,,,Danseur:molletD1,,,Danseur:molletG1,,,Danseur:cuisseG1,,,Danseur:cuisseG2,,,Danseur:cuisseD1,,,Danseur:cuisseD21,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
291,0,693.272,52.0355,1049.56,775.36,59.0977,1017.7,703.478,-9.71792,1015.86,211.273,-184.14,1566.92,65.8637,-182.298,1575.4,104.489,19.7672,1604.43,196.397,-0.207962,1585.46,286.877,-139.335,1376.1,138.078,-53.4089,1326.65,-20.0927,-135.891,1380.5,141.801,-171.335,1396.62,458.979,-127.578,1205.59,530.804,-83.7538,1167.17,143.942,-209.574,1135.13,113.744,-186.219,1007.77,196.318,-187.223,1004.14,240.568,-230.406,1288.98,252.644,-1.53819,66.0872,284.069,-135.492,114.028,241.48,-188.447,96.3791,-3.48194,-133.772,110.116,43.3263,-175.045,83.8784,45.3577,9.6019,68.5659,-19.1733,10.8767,835.152,-72.4677,-34.7823,816.892,-45.9371,33.3439,774.459,-90.0214,-75.5014,1050.91,-82.5757,-116.905,1272.51,46.2398,-10.1093,960.447,256.179,-18.2016,975.436,150.472,12.7231,1193.65,295.048,-127.941,464.283,-15.8106,-127.459,474.879,-33.7002,-85.5905,824.503,-18.5757,-80.6347,614.9,327.062,-104.678,839.888,317.941,-62.9867,715.383
292,0,693.27,51.9359,1049.53,775.383,58.8527,1017.63,703.491,-9.92696,1015.9,211.228,-184.21,1566.91,65.6155,-182.67,1575.46,104.403,19.7339,1604.45,196.296,-0.21604,1585.51,286.822,-139.364,1376.12,138.038,-53.4747,1326.67,-20.1404,-135.982,1380.52,141.771,-171.412,1396.66,458.901,-127.686,1205.6,530.755,-83.8323,1167.2,143.955,-209.646,1135.13,113.778,-186.336,1007.76,196.323,-187.349,1004.15,240.544,-230.437,1289.01,252.65,-1.52694,66.1135,284.077,-135.49,114.034,241.478,-188.499,96.3968,-3.49154,-133.81,110.111,43.327,-175.071,83.8927,45.3397,9.60205,68.5506,-19.2153,10.5869,835.132,-72.4793,-35.0293,816.86,-45.9825,33.1301,774.428,-90.0762,-75.7811,1050.88,-82.6374,-117.023,1272.5,46.2021,-10.2615,960.424,256.15,-18.314,975.47,150.391,12.6018,1193.65,295.056,-127.986,464.304,-15.8139,-127.511,474.878,-33.6941,-85.7571,824.497,-18.6149,-80.7917,614.925,327.057,-104.776,839.908,317.922,-63.0706,715.408
293,0,693.22,51.7661,1049.46,775.353,58.6123,1017.62,703.473,-10.1574,1015.9,211.163,-184.323,1566.89,65.5501,-182.824,1575.49,104.32,19.6492,1604.49,196.225,-0.272864,1585.54,286.778,-139.408,1376.14,137.981,-53.4909,1326.72,-20.1857,-136.105,1380.52,141.69,-171.423,1396.65,458.818,-127.707,1205.61,530.715,-83.9313,1167.22,143.935,-209.774,1135.16,113.788,-186.377,1007.76,196.313,-187.484,1004.18,240.501,-230.511,1289.04,252.64,-1.57065,66.0993,284.069,-135.477,114.047,241.483,-188.443,96.3816,-3.50286,-133.79,110.09,43.344,-175.109,83.9435,45.345,9.58176,68.5712,-19.2555,10.2949,835.048,-72.4963,-35.282,816.813,-46.0159,32.9131,774.419,-90.1368,-76.0346,1050.88,-82.6927,-117.198,1272.52,46.1787,-10.4457,960.442,256.462,-18.0173,975.565,150.297,12.5665,1193.68,295.056,-128.015,464.296,-15.8293,-127.589,474.878,-33.6705,-85.9321,824.473,-18.6469,-80.9175,614.946,327.032,-104.88,839.916,317.927,-63.1525,715.408
294,0,693.224,51.5875,1049.43,775.359,58.3935,1017.6,703.456,-10.3524,1015.91,211.122,-184.328,1566.9,65.4583,-182.837,1575.41,104.219,19.5623,1604.54,196.122,-0.33218,1585.57,286.691,-139.459,1376.17,137.912,-53.5606,1326.7,-20.2268,-136.19,1380.54,141.648,-171.442,1396.66,458.767,-127.831,1205.63,530.667,-84.0397,1167.23,143.939,-209.835,1135.19,113.772,-186.553,1007.77,196.331,-187.601,1004.18,240.486,-230.543,1289.09,252.638,-1.51989,66.1227,284.069,-135.485,114.033,241.484,-188.472,96.3876,-3.50529,-133.83,110.108,43.3173,-175.093,83.8794,45.3434,9.57429,68.5778,-19.3036,9.99605,835,-72.5501,-35.5097,816.783,-46.0699,32.6128,774.375,-90.2245,-76.3408,1050.88,-82.74,-117.318,1272.52,46.1348,-10.5683,960.451,256.427,-18.2157,975.522,150.199,12.453,1193.67,295.053,-128.058,464.323,-15.8421,-127.671,474.864,-33.6215,-86.1125,824.46,-18.6788,-81.1112,614.971,327.017,-104.978,839.915,317.905,-63.2281,715.414
295,0,693.193,51.4609,1049.4,775.329,58.1552,1017.6,703.451,-10.523,1015.89,211.073,-184.394,1566.83,65.451,-183.031,1575.48,104.137,19.4347,1604.6,196.035,-0.364035,1585.63,286.632,-139.481,1376.22,137.824,-53.6217,1326.69,-20.2784,-136.287,1380.56,141.584,-171.494,1396.66,458.722,-127.87,1205.66,530.624,-84.1941,1167.23,143.913,-209.958,1135.22,113.782,-186.684,1007.78,196.346,-187.662,1004.17,240.455,-230.553,1289.11,252.638,-1.57217,66.09,284.06,-135.498,114.048,241.504,-188.436,96.3645,-3.51966,-133.826,110.088,43.3134,-175.11,83.9043,45.3313,9.55559,68.5985,-19.3571,9.72618,834.929,-72.5573,-35.8334,816.755,-46.1454,32.325,774.338,-90.3091,-76.6561,1050.89,-82.7641,-117.473,1272.52,46.1115,-10.721,960.491,256.392,-18.2703,975.541,150.121,12.3362,1193.65,295.035,-128.091,464.3,-15.8614,-127.762,474.865,-33.6116,-86.2956,824.479,-18.7209,-81.2271,614.95,327.005,-105.066,839.928,317.899,-63.2753,715.439
296,0,693.152,51.2328,1049.39,775.278,57.9114,1017.6,703.402,-10.6989,1015.9,211.041,-184.516,1566.82,65.4626,-183.086,1575.52,104.025,19.3671,1604.67,195.953,-0.402754,1585.68,286.569,-139.489,1376.26,137.746,-53.6745,1326.66,-20.3287,-136.331,1380.57,141.517,-171.547,1396.68,458.673,-127.976,1205.7,530.582,-84.2933,1167.27,143.903,-210.014,1135.25,113.819,-186.809,1007.8,196.329,-187.775,1004.18,240.41,-230.64,1289.16,252.652,-1.55705,66.0917,284.042,-135.487,114.051,241.501,-188.52,96.3949,-3.51268,-133.847,110.077,43.2959,-175.055,83.7903,45.3239,9.53191,68.591,-19.4498,9.39177,834.943,-72.6068,-36.1273,816.737,-46.2524,31.9711,774.299,-90.3712,-76.8276,1050.86,-82.8467,-117.609,1272.51,46.0741,-10.9309,960.468,256.329,-18.3292,975.549,150.07,12.2538,1193.64,295.053,-128.102,464.303,-15.8486,-127.831,474.862,-33.5846,-86.4742,824.495,-18.7356,-81.348,614.912,326.994,-105.141,839.938,317.881,-63.3351,715.42
297,0,693.117,51.0531,1049.39,775.251,57.7406,1017.62,703.369,-10.8976,1015.92,210.99,-184.519,1566.77,65.1313,-183.619,1575.52,103.922,19.2111,1604.72,195.882,-0.480671,1585.73,286.51,-139.497,1376.29,137.69,-53.7261,1326.65,-20.355,-136.407,1380.56,141.455,-171.566,1396.7,458.64,-128.041,1205.73,530.547,-84.4143,1167.27,143.876,-210.114,1135.27,113.812,-186.952,1007.81,196.38,-187.913,1004.21,240.374,-230.651,1289.23,252.653,-1.57751,66.0947,284.065,-135.506,114.033,241.529,-188.512,96.3951,-3.54899,-133.865,110.094,43.3063,-175.146,83.8192,45.3052,9.54538,68.6184,-19.5332,9.03997,834.883,-72.696,-36.3485,816.683,-46.3477,31.6301,774.266,-90.4406,-76.9808,1050.82,-82.9104,-117.755,1272.53,46.0433,-11.0242,960.475,256.356,-18.4157,975.555,149.975,12.1465,1193.59,295.042,-128.115,464.327,-15.8654,-127.905,474.87,-33.5647,-86.6401,824.492,-18.7488,-81.3958,614.861,326.99,-105.231,839.942,317.861,-63.4264,715.43
298,0,693.083,50.9039,1049.35,775.23,57.5958,1017.62,703.353,-10.9998,1015.88,210.956,-184.648,1566.74,65.0052,-183.87,1575.51,103.837,19.1625,1604.84,195.795,-0.544458,1585.82,286.459,-139.504,1376.33,137.628,-53.759,1326.64,-20.4087,-136.422,1380.57,141.44,-171.603,1396.72,458.621,-128.183,1205.8,530.521,-84.5475,1167.28,143.9,-210.216,1135.31,113.832,-187.148,1007.87,196.36,-188.028,1004.22,240.335,-230.704,1289.3,252.637,-1.56744,66.1185,284.064,-135.479,114.024,241.51,-188.525,96.402,-3.54027,-133.874,110.086,43.2814,-175.123,83.8679,45.3002,9.52284,68.6142,-19.5791,8.18479,834.475,-72.7739,-36.6602,816.643,-46.4276,31.3338,774.227,-90.5395,-77.191,1050.81,-82.9627,-117.862,1272.53,46.0314,-11.1735,960.516,256.365,-18.4772,975.551,149.905,11.9837,1193.5,295.053,-128.128,464.314,-15.8768,-128.002,474.852,-32.9478,-87.0545,824.344,-18.7873,-81.6584,614.968,326.99,-105.312,839.924,317.856,-63.4733,715.43
299,0,693.041,50.8174,1049.34,775.196,57.5533,1017.61,703.347,-11.1473,1015.92,210.919,-184.677,1566.68,64.9148,-184.111,1575.55,103.766,19.0071,1604.93,195.703,-0.628405,1585.88,286.414,-139.537,1376.35,137.579,-53.8394,1326.56,-20.4444,-136.449,1380.58,141.391,-171.61,1396.73,458.586,-128.244,1205.8,530.493,-84.677,1167.28,143.881,-210.262,1135.35,113.829,-187.272,1007.87,196.398,-188.138,1004.23,240.322,-230.724,1289.34,252.64,-1.56972,66.097,284.073,-135.477,114.01,241.522,-188.462,96.3477,-3.55458,-133.898,110.072,43.2902,-175.157,83.7977,45.2924,9.5174,68.6125,-19.6684,7.89151,834.423,-72.905,-37.0074,816.619,-46.5239,31.0055,774.163,-90.6313,-77.3881,1050.76,-83.0254,-117.967,1272.54,46.0042,-11.3559,960.483,256.379,-18.5664,975.566,149.843,11.9194,1193.5,295.071,-128.144,464.303,-15.8862,-128.07,474.833,-33.4257,-86.9628,824.417,-18.8285,-81.807,614.93,326.987,-105.342,839.952,317.838,-63.5316,715.427
300,0,692.928,50.6166,1049.31,775.133,57.5433,1017.67,703.35,-11.2538,1015.98,210.878,-184.701,1566.66,64.8435,-184.29,1575.58,103.691,18.9542,1605.02,195.604,-0.683114,1585.94,286.368,-139.542,1376.39,137.528,-53.8154,1326.54,-20.4756,-136.451,1380.56,141.339,-171.649,1396.77,458.563,-128.336,1205.83,530.497,-84.8048,1167.31,143.853,-210.391,1135.4,113.885,-187.378,1007.88,196.396,-188.282,1004.27,240.288,-230.755,1289.39,252.636,-1.57052,66.0978,284.054,-135.446,114.046,241.514,-188.51,96.3954,-3.56437,-133.904,110.056,43.2939,-175.18,83.8177,45.2719,9.47732,68.598,-19.7855,7.47407,834.311,-73.0108,-37.3316,816.549,-46.6449,30.7395,774.08,-90.7163,-77.5723,1050.77,-83.0685,-118.06,1272.56,45.9953,-11.417,960.502,256.376,-18.6927,975.521,149.787,11.7849,1193.47,295.077,-128.173,464.304,-15.9102,-128.188,474.826,-33.4477,-87.1164,824.451,-18.8347,-81.9034,614.938,326.994,-105.43,839.96,317.829,-63.5733,715.447
301,0,692.844,50.5667,1049.32,775.014,57.5108,1017.67,703.338,-11.3533,1016.04,210.844,-184.813,1566.63,64.864,-184.37,1575.56,103.585,18.8257,1605.1,195.525,-0.681887,1586.01,286.31,-139.531,1376.43,137.497,-53.8825,1326.53,-20.5336,-136.498,1380.57,141.277,-171.688,1396.81,458.548,-128.45,1205.87,530.496,-84.9156,1167.35,143.83,-210.467,1135.44,113.887,-187.386,1007.82,196.454,-188.294,1004.26,240.257,-230.809,1289.47,252.658,-1.5774,66.1137,284.043,-135.452,114.02,241.539,-188.544,96.3957,-3.57192,-133.916,110.07,43.3233,-175.118,83.7563,45.2802,9.46504,68.6126,-19.9392,7.09928,834.163,-73.1496,-37.6592,816.493,-46.7706,30.4084,774.007,-90.7845,-77.7338,1050.77,-83.1225,-118.124,1272.57,45.963,-11.5091,960.523,256.392,-18.7498,975.513,149.731,11.7205,1193.44,295.07,-128.14,464.298,-15.9127,-128.238,474.837,-33.4183,-87.3248,824.454,-18.8511,-81.9818,614.9,326.972,-105.507,839.954,317.833,-63.6062,715.479
302,0,692.521,50.453,1049.12,774.932,57.5755,1017.72,703.337,-11.3612,1016.08,210.834,-184.91,1566.58,64.8525,-184.415,1575.49,103.518,18.7727,1605.2,195.418,-0.785854,1586.06,286.271,-139.612,1376.49,137.452,-53.9413,1326.49,-20.5599,-136.502,1380.57,141.249,-171.753,1396.85,458.534,-128.542,1205.9,530.467,-85.0541,1167.38,143.827,-210.533,1135.45,113.912,-187.524,1007.83,196.462,-188.422,1004.32,240.219,-230.805,1289.49,252.625,-1.57169,66.1022,284.048,-135.453,114.023,241.552,-188.495,96.3887,-3.5554,-133.932,110.099,43.2712,-175.208,83.8368,45.2713,9.45921,68.6098,-20.0512,7.29217,834.416,-73.3172,-37.9434,816.439,-46.8919,30.071,773.93,-90.8881,-77.9132,1050.77,-83.1769,-118.225,1272.57,45.9599,-11.6447,960.525,256.388,-18.7983,975.538,149.704,11.6364,1193.42,295.085,-128.199,464.312,-15.923,-128.326,474.819,-33.4129,-87.45,824.43,-18.8489,-82.0745,614.87,326.98,-105.565,839.932,317.842,-63.6856,715.49
303,0,692.386,50.3586,1049.11,774.829,57.6174,1017.75,703.31,-11.4596,1016.17,210.775,-184.913,1566.56,64.8403,-184.43,1575.45,103.421,18.6854,1605.27,195.376,-0.831656,1586.17,286.23,-139.64,1376.51,137.421,-53.9926,1326.46,-20.5988,-136.506,1380.58,141.181,-171.759,1396.82,458.517,-128.657,1205.95,530.453,-85.2004,1167.41,143.818,-210.647,1135.53,113.928,-187.661,1007.86,196.487,-188.561,1004.33,240.2,-230.899,1289.57,252.638,-1.58028,66.1065,284.041,-135.456,114.023,241.535,-188.517,96.3964,-3.56558,-133.95,110.059,43.2599,-175.222,83.7922,45.2674,9.45565,68.6122,-20.1755,7.01122,834.302,-73.4141,-38.3303,816.437,-47.0945,29.7484,773.827,-90.9406,-78.0766,1050.77,-83.2091,-118.281,1272.58,45.9518,-11.7709,960.518,256.439,-18.8706,975.519,149.652,11.5002,1193.38,295.097,-128.205,464.312,-15.9145,-128.356,474.825,-32.9381,-87.9195,824.391,-18.8557,-82.1867,614.897,326.991,-105.659,839.941,317.835,-63.7716,715.489
304,0,692.3,50.4023,1049.15,774.722,57.6766,1017.81,703.268,-11.4386,1016.21,210.75,-185.035,1566.56,64.8784,-184.49,1575.51,103.383,18.6281,1605.37,195.283,-0.90922,1586.24,286.193,-139.692,1376.55,137.392,-53.9947,1326.48,-20.6368,-136.567,1380.57,141.143,-171.751,1396.85,458.394,-128.434,1205.76,530.441,-85.3709,1167.44,143.813,-210.695,1135.55,113.941,-187.733,1007.85,196.488,-188.656,1004.35,240.163,-230.98,1289.64,252.627,-1.56822,66.1299,284.058,-135.441,114.045,241.552,-188.479,96.3467,-3.57675,-133.948,110.083,43.26,-175.221,83.7549,45.2582,9.43783,68.5982,-20.2531,6.81353,834.202,-73.52,-38.7263,816.439,-47.2727,29.3788,773.71,-90.9951,-78.1785,1050.76,-83.2524,-118.336,1272.58,45.9483,-11.8193,960.549,256.458,-18.9477,975.514,149.63,11.4338,1193.38,295.101,-128.253,464.298,-15.9,-128.4,474.837,-32.9091,-88.1029,824.365,-18.8621,-82.2926,614.913,327.009,-105.754,839.937,317.853,-63.8669,715.495
305,0,692.392,50.5291,1049.38,774.618,57.7344,1017.85,703.205,-11.4595,1016.25,210.699,-185.053,1566.51,64.8591,-184.515,1575.47,103.304,18.5212,1605.42,195.239,-0.970922,1586.29,286.141,-139.738,1376.57,137.344,-54.0503,1326.44,-20.68,-136.559,1380.58,141.075,-171.761,1396.84,458.355,-128.548,1205.77,530.389,-85.4761,1167.46,143.793,-210.776,1135.57,113.953,-187.893,1007.93,196.518,-188.77,1004.37,240.126,-230.981,1289.66,252.62,-1.60551,66.1256,284.042,-135.453,114.032,241.535,-188.531,96.402,-3.56721,-133.944,110.061,43.2336,-175.205,83.7768,45.2559,9.4406,68.6359,-20.3537,6.56866,834.131,-73.6616,-39.0571,816.41,-47.4702,29.0447,773.587,-91.0686,-78.3297,1050.76,-83.3059,-118.428,1272.59,45.9316,-11.9793,960.504,256.443,-19.0532,975.567,149.618,11.3783,1193.37,295.117,-128.285,464.302,-15.8989,-128.451,474.829,-32.9189,-88.251,824.401,-18.8612,-82.3969,614.911,326.983,-105.884,839.952,317.849,-63.9505,715.505
306,0,692.318,50.5033,1049.45,774.504,57.8272,1017.94,703.14,-11.3777,1016.27,210.67,-185.102,1566.49,64.8563,-184.572,1575.46,103.24,18.5042,1605.5,195.164,-0.980007,1586.34,286.096,-139.78,1376.61,137.307,-54.1044,1326.47,-20.7114,-136.587,1380.58,141.043,-171.82,1396.91,458.322,-128.661,1205.82,530.343,-85.5991,1167.47,143.768,-210.813,1135.6,113.987,-187.979,1007.91,196.534,-188.829,1004.37,240.08,-231.023,1289.71,252.619,-1.60829,66.1181,284.037,-135.433,114.048,241.511,-188.504,96.3414,-3.58321,-133.956,110.074,43.2555,-175.206,83.7901,45.2525,9.43735,68.6342,-20.4728,6.31567,834.01,-73.78,-39.4174,816.413,-47.63,28.7038,773.479,-91.124,-78.4417,1050.75,-83.35,-118.441,1272.59,45.9363,-12.0181,960.533,256.493,-19.1548,975.507,149.597,11.3262,1193.39,295.118,-128.308,464.293,-15.8902,-128.501,474.82,-32.8952,-88.3696,824.376,-18.8572,-82.5045,614.914,327.001,-105.982,839.962,317.87,-64.0323,715.522
307,0,692.222,50.4925,1049.51,774.415,57.9267,1018.02,703.071,-11.2569,1016.25,210.651,-185.096,1566.47,64.7916,-184.567,1575.39,103.17,18.4133,1605.51,195.078,-1.06455,1586.36,286.054,-139.819,1376.66,137.281,-54.1054,1326.43,-20.7512,-136.557,1380.58,141.015,-171.783,1396.88,458.285,-128.747,1205.83,530.319,-85.731,1167.49,143.761,-210.914,1135.64,114.007,-187.982,1007.87,196.554,-188.898,1004.38,240.049,-231.118,1289.78,252.626,-1.60274,66.1159,284.038,-135.427,114.044,241.521,-188.539,96.389,-3.58276,-133.981,110.058,43.2543,-175.157,83.6822,45.2401,9.4139,68.6237,-20.6015,6.05049,833.922,-73.9352,-39.6253,816.375,-47.8055,28.3639,773.346,-91.1694,-78.5353,1050.74,-83.393,-118.5,1272.6,45.9494,-12.1193,960.524,256.48,-19.2239,975.545,149.598,11.2654,1193.37,295.117,-128.361,464.306,-15.8701,-128.526,474.811,-33.333,-88.2968,824.5,-18.844,-82.5703,614.943,327.011,-106.115,839.968,317.87,-64.1348,715.538
308,0,692.239,50.037,1049.21,774.3,58.0122,1018.11,702.994,-11.1733,1016.3,210.598,-185.198,1566.52,64.7935,-184.55,1575.4,103.094,18.3918,1605.57,195.051,-1.12448,1586.38,286.001,-139.842,1376.68,137.25,-54.1534,1326.42,-20.7867,-136.604,1380.59,140.971,-171.764,1396.91,458.239,-128.791,1205.82,530.262,-85.8136,1167.48,143.725,-210.932,1135.66,113.958,-188.157,1007.92,196.583,-189.02,1004.41,239.998,-231.141,1289.82,252.628,-1.6065,66.1108,284.03,-135.433,114.029,241.544,-188.554,96.3835,-3.5947,-133.967,110.054,43.2682,-175.22,83.766,45.2393,9.42694,68.6265,-20.7092,5.80985,833.854,-73.9095,-39.9299,816.375,-47.9571,28.0982,773.295,-91.2264,-78.6627,1050.74,-83.431,-118.537,1272.61,45.9569,-12.1673,960.544,256.451,-19.3308,975.546,149.574,11.2023,1193.36,295.141,-128.414,464.302,-15.8461,-128.573,474.812,-32.8559,-88.6452,824.412,-18.838,-82.5972,614.945,327.013,-106.222,839.97,317.907,-64.2562,715.522
309,0,692.019,50.542,1049.6,774.177,58.1428,1018.2,702.936,-11.0097,1016.31,210.577,-185.167,1566.48,64.7535,-184.533,1575.37,103.034,18.3549,1605.58,194.996,-1.19134,1586.44,285.96,-139.891,1376.73,137.234,-54.1919,1326.43,-20.8271,-136.606,1380.57,140.91,-171.865,1396.98,458.272,-129.085,1206.01,530.242,-85.8189,1167.48,143.737,-210.962,1135.66,113.997,-188.188,1007.92,196.579,-189.103,1004.4,239.965,-231.205,1289.88,252.627,-1.60258,66.1304,284.045,-135.43,114.035,241.531,-188.57,96.3598,-3.5807,-133.976,110.045,43.2448,-175.236,83.7378,45.2408,9.46143,68.7001,-20.8206,5.6067,833.783,-73.9998,-40.1567,816.332,-48.1107,27.8527,773.183,-91.2751,-78.7785,1050.71,-83.4776,-118.582,1272.6,46.0064,-12.2716,960.543,256.5,-19.4248,975.574,149.572,11.1611,1193.36,295.15,-128.474,464.298,-15.8166,-128.58,474.809,-32.8415,-88.707,824.409,-18.8187,-82.6671,614.948,327.033,-106.355,839.968,317.931,-64.3575,715.547
310,0,691.893,50.642,1049.67,774.065,58.3175,1018.28,702.858,-10.9378,1016.4,210.549,-185.311,1566.56,64.752,-184.552,1575.41,102.967,18.268,1605.6,194.938,-1.2328,1586.47,285.925,-139.941,1376.74,137.2,-54.2231,1326.41,-20.8694,-136.586,1380.58,140.868,-171.919,1397,458.248,-129.118,1206.03,530.196,-85.8788,1167.54,143.704,-211.099,1135.73,113.97,-188.308,1007.94,196.574,-189.228,1004.46,239.908,-231.252,1289.91,252.634,-1.61239,66.1037,284.039,-135.438,114.053,241.543,-188.604,96.3569,-3.57368,-133.972,110.062,43.2691,-175.249,83.7725,45.2449,9.42721,68.6484,-20.9475,5.4426,833.696,-74.1237,-40.3642,816.278,-48.2461,27.6096,773.13,-91.3152,-78.864,1050.69,-83.5107,-118.618,1272.59,46.0033,-12.3238,960.555,256.534,-19.5763,975.579,149.58,11.1063,1193.34,295.187,-128.529,464.314,-15.8003,-128.642,474.808,-32.8424,-88.8455,824.456,-18.7957,-82.735,614.945,327.024,-106.488,839.951,317.95,-64.4458,715.562
311,0,691.801,50.7303,1049.69,773.922,58.4952,1018.33,702.818,-10.7458,1016.43,210.517,-185.287,1566.54,64.7276,-184.572,1575.41,102.923,18.236,1605.62,194.881,-1.32286,1586.49,285.889,-139.978,1376.77,137.165,-54.2611,1326.4,-20.8917,-136.579,1380.56,140.826,-171.924,1396.99,458.201,-129.174,1206.07,530.144,-85.8265,1167.55,143.678,-211.148,1135.74,114.011,-188.372,1007.95,196.585,-189.35,1004.46,239.876,-231.281,1289.94,252.639,-1.6322,66.096,284.031,-135.435,114.011,241.562,-188.518,96.2679,-3.57726,-134.004,110.068,43.2552,-175.23,83.7378,45.2423,9.41904,68.6308,-21.054,5.29694,833.621,-73.8522,-40.9344,816.364,-48.4196,27.3953,773.036,-91.3514,-78.9066,1050.66,-83.5405,-118.634,1272.57,46.0477,-12.3793,960.538,256.603,-19.7354,975.564,149.572,11.0843,1193.34,295.2,-128.608,464.311,-15.7853,-128.667,474.794,-32.8226,-88.8855,824.453,-18.7866,-82.773,614.954,327.045,-106.612,839.934,317.982,-64.5633,715.559
312,0,691.702,50.877,1049.72,773.796,58.7581,1018.38,702.749,-10.6282,1016.51,210.509,-185.351,1566.57,64.7176,-184.523,1575.38,102.885,18.2009,1605.64,194.852,-1.30598,1586.52,285.848,-140.001,1376.78,137.131,-54.2906,1326.37,-20.9416,-136.604,1380.54,140.761,-171.95,1397.01,458.187,-129.161,1206.1,530.126,-85.8259,1167.59,143.652,-211.22,1135.79,113.993,-188.438,1007.94,196.577,-189.435,1004.47,239.858,-231.327,1289.99,252.637,-1.62636,66.1151,284.052,-135.457,114.028,241.546,-188.554,96.2979,-3.57376,-133.984,110.051,43.2414,-175.199,83.7453,45.2611,9.46731,68.6948,-21.1462,5.14192,833.547,-73.9421,-41.115,816.319,-48.5358,27.1708,772.918,-91.3895,-78.9534,1050.63,-83.5731,-118.63,1272.57,46.0818,-12.4265,960.539,256.619,-19.8335,975.592,149.561,10.9737,1193.28,295.219,-128.686,464.344,-15.7559,-128.69,474.798,-32.8279,-89.0274,824.482,-18.7855,-82.9027,615.009,327.058,-106.719,839.968,318.013,-64.6577,715.572
313,0,691.617,51.1175,1049.77,773.671,59.0038,1018.41,702.709,-10.4258,1016.56,210.474,-185.35,1566.57,64.7094,-184.418,1575.3,102.828,18.1685,1605.64,194.8,-1.40262,1586.52,285.828,-140.037,1376.8,137.118,-54.3759,1326.31,-20.9642,-136.603,1380.54,140.715,-172.059,1397.07,458.177,-129.171,1206.15,530.094,-85.7694,1167.61,143.646,-211.292,1135.79,114.017,-188.544,1007.95,196.589,-189.479,1004.45,239.828,-231.414,1290.04,252.627,-1.62204,66.1147,284.038,-135.454,114.047,241.544,-188.624,96.3725,-3.56869,-134.001,110.05,43.2668,-175.25,83.7547,45.247,9.41888,68.6557,-21.226,5.01159,833.464,-74.0533,-41.2056,816.247,-48.6605,27.0543,772.863,-91.4237,-79.0425,1050.62,-83.5942,-118.664,1272.56,46.1099,-12.5031,960.517,256.702,-20.0038,975.585,149.559,10.9604,1193.29,295.249,-128.758,464.327,-15.7244,-128.713,474.797,-32.7727,-89.037,824.464,-18.7413,-82.9325,614.998,327.075,-106.837,839.965,318.024,-64.7656,715.567
