Trajectories,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,
,,tt Beau Bras:bras1,,,tt Beau Bras:bras2,,,tt Beau Bras:bras3,,,tt Beau Bras:avantbras2,,,tt Beau Bras:avantbras3,,,tt Beau Bras:main2,,,tt Beau Bras:main3,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
360,0,-382.559,-1876.7,1449.18,-308.781,-1947.13,1195.65,-406.769,-1947.28,1295.08,-273.846,-1704.12,1103.12,-281.526,-1824.19,1112.27,-242.237,-1657.19,1080.86,-288.603,-1667.03,1136.23
361,0,-379.245,-1878.98,1448.98,-306.887,-1949.62,1194.92,-404.374,-1949.55,1294.76,-271.152,-1706.61,1103.95,-279.59,-1826.3,1111.91,-239.594,-1659.37,1081.23,-286.082,-1669.19,1136.6
362,0,-376.21,-1880.96,1448.85,-305.24,-1952.21,1194.4,-402.136,-1951.83,1294.67,-268.969,-1708.93,1104.15,-277.707,-1828.7,1111.81,-237.227,-1661.87,1081.53,-283.669,-1671.5,1136.94
363,0,-373.059,-1882.71,1448.79,-303.705,-1954.78,1193.9,-400.027,-1953.99,1294.82,-266.74,-1711.51,1104.33,-276.05,-1831.14,1111.51,-234.855,-1664.68,1081.89,-281.072,-1674.32,1137.62
364,0,-369.951,-1884.27,1448.76,-302.337,-1957.47,1193.58,-397.904,-1956.24,1295.16,-264.722,-1714.37,1104.67,-274.426,-1833.92,1111.49,-232.789,-1667.49,1081.79,-278.601,-1677.11,1137.87
365,0,-366.944,-1885.71,1448.67,-301.029,-1960.2,1193.33,-395.769,-1958.44,1295.51,-262.834,-1717.31,1104.62,-273.142,-1836.63,1110.99,-230.827,-1670.41,1081.25,-276.523,-1679.66,1137.36
366,0,-363.769,-1887.21,1448.62,-299.65,-1963.01,1193.04,-393.642,-1960.68,1295.88,-261.727,-1719.71,1103.14,-271.963,-1839.43,1110.53,-229.265,-1673.47,1080.55,-274.221,-1682.78,1137.48
367,0,-360.862,-1888.61,1448.38,-298.42,-1965.75,1192.69,-391.443,-1963.04,1296.29,-259.77,-1723.12,1103.44,-270.693,-1842.49,1110.3,-227.717,-1676.73,1079.8,-272.368,-1685.57,1136.67
368,0,-357.9,-1890.22,1448.18,-297.049,-1968.59,1192.47,-389.264,-1965.46,1296.6,-258.908,-1725.73,1101.88,-269.803,-1845.29,1109.45,-226.264,-1680,1078.83,-270.108,-1688.76,1136.59
369,0,-355.234,-1891.92,1447.92,-295.626,-1971.34,1192.05,-387.113,-1967.88,1296.78,-257.548,-1729.05,1101.67,-268.899,-1848.15,1108.61,-225.442,-1683.08,1077.3,-268.415,-1691.62,1135.5
370,0,-352.545,-1893.88,1447.76,-294.313,-1974.04,1191.74,-385.051,-1970.36,1296.9,-256.814,-1731.73,1099.98,-267.934,-1851.17,1108.14,-224.578,-1686.25,1075.77,-266.737,-1694.77,1134.95
371,0,-350.184,-1895.88,1447.39,-292.859,-1976.7,1191.36,-383.09,-1972.9,1296.99,-256.1,-1734.7,1098.8,-267.161,-1853.94,1107.24,-223.815,-1689.5,1074.39,-265.278,-1697.78,1133.9
372,0,-347.877,-1898.06,1447.12,-291.412,-1979.38,1191.07,-381.325,-1975.37,1296.89,-255.491,-1737.56,1097.55,-266.451,-1856.73,1106.25,-223.357,-1692.57,1072.89,-264.361,-1700.56,1132.66
373,0,-345.807,-1900.26,1446.8,-290.025,-1981.93,1190.78,-379.684,-1977.81,1296.84,-254.842,-1740.59,1096.47,-265.521,-1859.59,1105.64,-223.01,-1695.53,1071.19,-263.826,-1703.23,1131.01
374,0,-343.725,-1902.63,1446.61,-288.558,-1984.5,1190.58,-378.184,-1980.17,1296.68,-254.066,-1743.83,1096,-264.821,-1862.46,1104.75,-222.65,-1698.54,1070.06,-263.307,-1706.2,1129.94
375,0,-341.92,-1904.91,1446.4,-287.176,-1987.04,1190.44,-376.811,-1982.54,1296.64,-254.305,-1746.22,1093.8,-264.064,-1865.24,1103.93,-222.605,-1701.3,1068.56,-262.983,-1709.09,1128.68
376,0,-340.078,-1907.24,1446.13,-285.925,-1989.49,1190.06,-375.544,-1984.55,1296.57,-254.131,-1748.98,1092.55,-263.432,-1868.02,1103.08,-222.69,-1704.05,1067.19,-263.14,-1711.83,1127.34
377,0,-338.408,-1909.53,1446.06,-284.542,-1992.06,1190.1,-374.361,-1986.9,1296.54,-254.041,-1751.72,1091.36,-262.901,-1870.68,1102.23,-222.88,-1706.57,1065.78,-263.259,-1714.56,1126.13
378,0,-336.768,-1911.72,1445.85,-283.393,-1994.42,1189.83,-373.24,-1989.08,1296.59,-254.062,-1754.37,1090.23,-262.427,-1873.35,1101.51,-223.257,-1709.05,1064.36,-263.684,-1717.02,1124.64
379,0,-335.086,-1913.88,1445.67,-282.201,-1996.84,1189.67,-372.031,-1991.06,1296.48,-254.26,-1756.93,1089.08,-261.913,-1875.94,1101.02,-223.664,-1711.57,1063.17,-263.984,-1719.61,1123.53
380,0,-333.571,-1915.88,1445.46,-280.906,-1999.25,1189.78,-370.926,-1993.34,1296.63,-254.546,-1759.38,1088.04,-261.532,-1878.53,1100.44,-224.125,-1713.97,1061.97,-264.484,-1721.92,1122.24
381,0,-332.037,-1917.82,1445.18,-279.824,-2001.56,1189.59,-369.714,-1995.42,1296.63,-254.934,-1761.81,1086.96,-261.316,-1880.97,1099.85,-225.053,-1716.23,1060.41,-264.867,-1724.36,1121.35
382,0,-330.451,-1919.77,1444.96,-278.755,-2003.74,1189.5,-368.574,-1997.5,1296.7,-255.354,-1764.18,1086.03,-261.124,-1883.32,1099.26,-225.709,-1718.57,1059.29,-265.334,-1726.64,1120.31
383,0,-329.157,-1921.61,1444.67,-277.774,-2005.59,1189.44,-367.335,-1999.49,1296.76,-255.815,-1766.47,1085.05,-261.05,-1885.58,1098.63,-226.559,-1720.78,1058.12,-266.049,-1728.71,1118.97
384,0,-327.868,-1923.4,1444.32,-276.677,-2007.89,1189.38,-366.181,-2001.5,1296.83,-256.278,-1768.81,1084.42,-261.039,-1887.81,1098.02,-227.652,-1722.89,1056.79,-266.81,-1730.78,1117.78
385,0,-326.516,-1925.36,1444.16,-276.413,-2009.23,1188.24,-365.016,-2003.47,1296.84,-257.103,-1770.86,1083.3,-261.081,-1889.91,1097.36,-228.609,-1724.93,1055.53,-267.496,-1732.77,1116.69
386,0,-325.441,-1927.2,1443.86,-275.555,-2011.09,1188.03,-363.965,-2005.4,1296.8,-257.859,-1772.8,1082.32,-261.161,-1891.95,1096.82,-229.634,-1726.92,1054.33,-268.189,-1734.72,1115.75
387,0,-324.371,-1929,1443.43,-274.433,-2013.16,1188.25,-362.926,-2007.3,1296.69,-258.549,-1774.65,1081.39,-261.277,-1893.88,1096.3,-230.751,-1728.72,1053.06,-268.867,-1736.49,1114.74
388,0,-323.344,-1930.85,1442.88,-273.489,-2015.17,1188.02,-362.074,-2009.22,1296.52,-259.343,-1776.44,1080.58,-261.469,-1895.67,1095.71,-232.028,-1730.3,1051.59,-269.683,-1738.06,1113.68
389,0,-322.367,-1932.8,1442.56,-273.437,-2016.36,1186.86,-361.217,-2011.01,1296.22,-260.096,-1778.1,1079.73,-261.68,-1897.34,1094.98,-233.207,-1731.87,1050.35,-270.311,-1739.71,1112.98
390,0,-321.581,-1934.67,1442,-273.107,-2017.9,1185.96,-360.587,-2012.78,1295.84,-260.787,-1779.61,1078.85,-261.948,-1898.9,1094.13,-233.983,-1733.52,1049.58,-271.066,-1741.12,1112.01
391,0,-320.887,-1936.62,1441.38,-272.936,-2019.26,1184.87,-359.953,-2014.36,1295.29,-261.488,-1781.09,1078.06,-262.187,-1900.38,1093.32,-234.981,-1735.01,1048.64,-271.653,-1742.57,1111.32
392,0,-320.253,-1938.65,1440.76,-272.632,-2020.7,1183.86,-359.5,-2016.23,1294.65,-262.222,-1782.39,1077.22,-262.447,-1901.75,1092.46,-235.827,-1736.34,1047.82,-272.417,-1743.82,1110.32
393,0,-319.73,-1940.72,1440.09,-272.142,-2022.28,1183.28,-359.181,-2017.87,1293.87,-262.847,-1783.68,1076.4,-262.696,-1903.12,1091.63,-236.647,-1737.56,1046.87,-273.085,-1745.06,1109.46
394,0,-319.302,-1942.82,1439.23,-271.819,-2023.72,1182.5,-358.924,-2019.55,1293.01,-263.451,-1784.82,1075.52,-263.055,-1904.27,1090.56,-237.743,-1738.59,1045.71,-273.667,-1746.19,1108.6
395,0,-319.01,-1944.91,1438.36,-271.475,-2025.21,1181.83,-358.767,-2021.17,1291.98,-264.076,-1785.91,1074.57,-263.365,-1905.43,1089.55,-238.549,-1739.52,1044.56,-274.256,-1747.25,1107.81
396,0,-318.789,-1946.99,1437.5,-271.589,-2026.34,1180.23,-358.685,-2022.74,1290.88,-264.701,-1786.88,1073.71,-263.658,-1906.54,1088.57,-239.299,-1740.38,1043.52,-274.947,-1748.2,1106.81
397,0,-318.646,-1949.11,1436.56,-271.665,-2027.51,1178.96,-358.751,-2024.29,1289.74,-265.035,-1788.01,1073.12,-264.042,-1907.54,1087.42,-239.922,-1741.39,1042.89,-275.573,-1749.08,1105.74
398,0,-318.56,-1951.19,1435.64,-271.729,-2028.75,1177.86,-358.899,-2025.82,1288.59,-265.426,-1789.02,1072.34,-264.32,-1908.55,1086.36,-240.641,-1742.11,1041.61,-275.979,-1749.95,1104.84
399,0,-318.593,-1953.3,1434.62,-272.206,-2029.76,1176.21,-359.116,-2027.26,1287.38,-265.763,-1789.88,1071.4,-264.623,-1909.56,1085.38,-240.842,-1743.13,1041.05,-276.522,-1750.79,1103.89
400,0,-318.681,-1955.34,1433.55,-272.632,-2030.81,1174.83,-359.426,-2028.66,1286.16,-266.107,-1790.73,1070.28,-264.987,-1910.49,1084.21,-241.155,-1744.05,1040.16,-276.866,-1751.69,1102.87
401,0,-318.913,-1957.3,1432.48,-273.053,-2031.93,1173.73,-359.829,-2030.04,1284.99,-266.381,-1791.64,1069.21,-265.428,-1911.42,1083,-241.348,-1744.95,1039.3,-277.177,-1752.68,1102
402,0,-319.207,-1959.23,1431.47,-273.635,-2033.03,1172.52,-360.317,-2031.14,1283.82,-266.572,-1792.57,1068.28,-265.834,-1912.45,1081.96,-241.564,-1745.89,1038.43,-277.319,-1753.7,1101.19
403,0,-319.509,-1961.1,1430.54,-274.347,-2034.16,1171.43,-360.952,-2032.49,1282.66,-266.692,-1793.52,1067.34,-266.266,-1913.5,1080.89,-241.58,-1746.9,1037.52,-277.395,-1754.72,1100.35
404,0,-319.873,-1962.85,1429.54,-275.148,-2035.37,1170.44,-361.73,-2033.7,1281.64,-266.737,-1794.52,1066.37,-266.655,-1914.6,1080,-241.463,-1747.9,1036.71,-277.234,-1755.75,1099.52
405,0,-320.221,-1964.57,1428.76,-276.159,-2036.53,1169.44,-362.625,-2034.87,1280.72,-266.534,-1795.59,1065.5,-267.071,-1915.69,1079.04,-241.144,-1749,1035.95,-277.082,-1756.79,1098.66
406,0,-320.636,-1966.21,1428.07,-277.25,-2037.78,1168.51,-363.537,-2035.79,1279.84,-266.346,-1796.66,1064.66,-267.488,-1916.91,1078.23,-240.536,-1750.18,1035.22,-276.833,-1757.84,1097.94
407,0,-321.051,-1967.76,1427.45,-278.52,-2039.05,1167.69,-364.619,-2036.93,1279.12,-265.919,-1797.85,1064.01,-267.898,-1918.12,1077.37,-239.889,-1751.49,1034.67,-276.303,-1758.99,1097.29
408,0,-321.523,-1969.3,1426.93,-279.773,-2040.34,1166.92,-365.77,-2037.83,1278.5,-265.336,-1799.16,1063.53,-268.261,-1919.44,1076.71,-238.811,-1752.93,1034.27,-275.512,-1760.2,1096.78
409,0,-322.033,-1970.76,1426.46,-281.126,-2041.68,1166.33,-367.022,-2038.73,1277.94,-264.534,-1800.54,1063.15,-268.591,-1920.77,1076.14,-237.756,-1754.48,1033.88,-274.456,-1761.46,1096.29
410,0,-322.668,-1972.17,1426.04,-282.443,-2043.04,1165.9,-368.279,-2039.58,1277.42,-263.477,-1801.96,1062.68,-268.796,-1922.14,1075.65,-236.639,-1755.85,1033.07,-273.37,-1762.71,1095.79
411,0,-323.342,-1973.48,1425.63,-283.703,-2044.5,1165.75,-369.58,-2040.18,1276.99,-262.407,-1803.46,1062.5,-268.833,-1923.65,1075.35,-235.142,-1757.63,1033.02,-272.195,-1763.88,1095.21
412,0,-324.019,-1974.67,1425.23,-284.922,-2045.97,1165.53,-370.938,-2041.06,1276.61,-261.065,-1805,1062.39,-268.674,-1925.2,1075.16,-233.153,-1759.5,1033.17,-270.322,-1765.46,1095.28
413,0,-324.698,-1975.71,1424.9,-286.009,-2047.57,1165.65,-372.224,-2041.61,1276.32,-259.305,-1806.63,1062.45,-268.524,-1926.71,1074.95,-231.101,-1761.29,1033.24,-268.53,-1766.89,1095.28
414,0,-325.282,-1976.64,1424.67,-287.433,-2048.92,1164.97,-373.472,-2042.37,1276.09,-257.416,-1808.26,1062.63,-267.989,-1928.33,1074.98,-228.489,-1763.22,1033.58,-266.398,-1768.37,1095.37
415,0,-325.91,-1977.47,1424.47,-288.306,-2050.5,1165.44,-374.67,-2042.91,1275.97,-255.062,-1810.05,1063.17,-267.07,-1930.17,1075.49,-225.751,-1765.02,1033.98,-263.878,-1769.98,1095.83
416,0,-326.504,-1978.16,1424.29,-289.388,-2051.99,1165.58,-375.741,-2043.43,1275.86,-252.553,-1811.74,1063.78,-266.076,-1931.82,1075.91,-222.642,-1767.01,1034.8,-261.157,-1771.52,1096.35
417,0,-327.155,-1978.82,1424.12,-289.981,-2053.84,1166.07,-376.736,-2043.65,1275.88,-249.456,-1813.71,1064.87,-264.842,-1933.53,1076.33,-218.804,-1769.25,1036.11,-257.985,-1773.2,1097.24
418,0,-327.852,-1979.48,1424.09,-290.762,-2055.26,1166.34,-377.722,-2044.01,1275.81,-246.081,-1815.71,1066.25,-263.129,-1935.39,1077.37,-214.855,-1771.31,1037.27,-254.657,-1775.03,1098.37
419,0,-328.64,-1980.07,1424.05,-291.444,-2056.59,1166.57,-378.673,-2044.46,1275.82,-242.803,-1817.35,1066.82,-261.439,-1937.06,1078.08,-210.589,-1773.52,1038.87,-251.178,-1776.64,1099.22
420,0,-329.528,-1980.61,1423.96,-292.091,-2057.87,1166.67,-379.589,-2044.8,1275.78,-238.932,-1819.3,1068.39,-259.275,-1938.88,1079.31,-205.988,-1775.8,1040.68,-247.311,-1778.41,1100.49
421,0,-330.402,-1981.14,1424.16,-292.527,-2059.17,1167.13,-380.423,-2044.83,1275.73,-234.594,-1821.39,1070.28,-257.118,-1940.53,1080.2,-201.098,-1777.98,1042.44,-242.956,-1780.32,1102.29
422,0,-331.321,-1981.53,1424.3,-292.623,-2060.56,1168.25,-381.319,-2044.92,1275.78,-230.215,-1823.35,1072.08,-254.607,-1942.25,1081.51,-195.413,-1780.74,1045.24,-238.331,-1782.25,1104.2
423,0,-332.261,-1981.76,1424.46,-292.824,-2061.82,1168.77,-382.082,-2044.91,1275.76,-225.394,-1825.51,1074.34,-251.482,-1944.27,1083.72,-189.753,-1783.31,1048.02,-233.475,-1784.09,1106.18
424,0,-333.195,-1981.86,1424.68,-292.82,-2063.01,1169.63,-382.808,-2044.78,1275.92,-220.184,-1827.74,1076.98,-248.441,-1946.09,1085.68,-183.721,-1785.91,1050.96,-228.211,-1786.08,1108.52
425,0,-334.092,-1981.84,1424.91,-292.634,-2064.24,1170.72,-383.475,-2044.56,1276.07,-214.8,-1829.96,1079.81,-245.1,-1947.83,1087.53,-177.111,-1788.89,1054.86,-222.45,-1788.41,1111.69
426,0,-334.985,-1981.71,1425.33,-292.284,-2065.34,1171.96,-383.983,-2044.25,1276.18,-208.897,-1832.28,1083.32,-241.331,-1949.66,1090.04,-170.341,-1791.6,1058.72,-216.807,-1790.39,1114.52
427,0,-335.869,-1981.43,1425.8,-291.774,-2066.39,1173.47,-384.372,-2043.8,1276.39,-202.853,-1834.54,1087.16,-237.255,-1951.53,1093.03,-163.115,-1794.57,1063.56,-210.596,-1792.75,1118.61
428,0,-336.766,-1981.05,1426.43,-291.04,-2067.41,1175.05,-384.593,-2043.15,1276.7,-196.575,-1836.83,1091.52,-233.038,-1953.25,1095.97,-155.529,-1797.54,1069.15,-204.797,-1794.73,1122.46
429,0,-337.734,-1980.52,1427.1,-290.136,-2068.34,1176.86,-384.682,-2042.43,1277.07,-190.011,-1839.19,1096.52,-228.355,-1955.11,1099.76,-147.724,-1800.61,1075.39,-198.499,-1796.99,1127.42
430,0,-338.734,-1979.9,1427.91,-289.019,-2069.21,1178.95,-384.689,-2041.62,1277.51,-183.167,-1841.64,1102.11,-223.672,-1956.69,1103.44,-139.764,-1803.67,1082.1,-191.825,-1799.29,1132.99
431,0,-339.705,-1979.09,1428.77,-287.71,-2070.04,1181.18,-384.515,-2040.87,1277.97,-176.153,-1844.08,1108.18,-218.42,-1958.56,1108.32,-131.604,-1806.8,1089.68,-185.064,-1801.61,1138.88
432,0,-340.686,-1978.08,1429.64,-286.21,-2070.77,1183.59,-384.201,-2039.94,1278.48,-168.898,-1846.52,1114.78,-213.561,-1959.96,1112.3,-123.302,-1809.96,1097.61,-178.244,-1803.66,1144.79
433,0,-341.594,-1976.87,1430.74,-284.503,-2071.41,1186.23,-383.703,-2038.76,1279.08,-161.556,-1849.04,1121.82,-208.015,-1961.68,1117.58,-114.932,-1813.1,1106.01,-170.834,-1806.29,1152.21
434,0,-342.478,-1975.38,1431.78,-282.58,-2071.97,1189.22,-383.011,-2037.48,1279.79,-154.042,-1851.54,1129.39,-202.317,-1963.3,1122.97,-106.288,-1816.41,1115.08,-163.335,-1808.75,1159.58
435,0,-343.341,-1973.57,1432.84,-280.413,-2072.34,1192.35,-382.167,-2036.11,1280.65,-146.418,-1854.07,1137.51,-196.441,-1964.86,1128.97,-97.9261,-1819.62,1124.56,-155.738,-1811.29,1167.52
436,0,-344.112,-1971.58,1434.03,-278.022,-2072.6,1195.76,-381.105,-2034.6,1281.6,-138.705,-1856.64,1146.19,-190.343,-1966.42,1135.47,-88.9309,-1823.27,1135.31,-147.998,-1814,1176.52
437,0,-344.779,-1969.3,1435.32,-275.472,-2072.74,1199.45,-379.81,-2032.92,1282.72,-131.157,-1859.03,1155.34,-184.192,-1967.92,1142.44,-80.5179,-1826.71,1146.23,-140.611,-1816.29,1185.3
438,0,-345.474,-1966.72,1436.62,-272.711,-2072.76,1203.37,-378.288,-2031.03,1283.96,-123.635,-1861.51,1165.22,-177.913,-1969.38,1149.97,-71.9397,-1830.37,1158.01,-133.316,-1818.67,1194.99
439,0,-345.846,-1964.01,1438.37,-269.808,-2072.65,1207.58,-376,-2028,1285,-116.265,-1863.95,1175.5,-171.621,-1970.71,1157.91,-63.9968,-1833.68,1169.94,-126.215,-1820.99,1205.07
440,0,-346.726,-1960.95,1439.56,-266.81,-2072.38,1212.13,-374.657,-2026.94,1286.77,-109.131,-1866.28,1186.25,-165.446,-1972.04,1166.35,-56.0954,-1837.34,1183.23,-119.308,-1823.36,1215.72
441,0,-347.307,-1957.75,1441.21,-263.757,-2071.92,1216.89,-372.735,-2024.67,1288.31,-102.031,-1868.68,1197.63,-159.279,-1973.26,1175.21,-48.4843,-1840.83,1196.44,-112.098,-1825.97,1227.22
442,0,-348.058,-1954.28,1442.85,-260.709,-2071.25,1221.91,-370.768,-2022.08,1290.02,-95.3001,-1870.83,1209.07,-153.269,-1974.32,1184.34,-41.2788,-1844.18,1210.05,-105.812,-1827.93,1238.18
443,0,-348.818,-1950.64,1444.61,-257.653,-2070.39,1227.18,-368.82,-2019.25,1291.81,-88.7507,-1872.9,1220.98,-146.734,-1975.83,1194.89,-34.4243,-1847.36,1223.84,-99.4756,-1829.98,1249.81
444,0,-349.604,-1946.76,1446.45,-254.694,-2069.24,1232.69,-366.916,-2016.17,1293.7,-82.5128,-1874.72,1233,-141.304,-1976.47,1204.42,-27.9472,-1850.48,1238.04,-93.456,-1831.88,1261.79
445,0,-350.462,-1942.66,1448.42,-251.787,-2067.83,1238.42,-365.037,-2012.84,1295.7,-76.6921,-1876.44,1245.4,-136.081,-1976.91,1214.17,-21.9299,-1853.43,1252.45,-87.8405,-1833.41,1273.66
446,0,-351.414,-1938.29,1450.27,-248.976,-2066.2,1244.22,-363.155,-2009.37,1297.89,-71.268,-1877.91,1257.85,-131.122,-1977.17,1224.18,-16.4579,-1856.15,1267.02,-82.5535,-1834.87,1286.02
447,0,-352.443,-1933.74,1452.22,-246.309,-2064.32,1250.15,-361.307,-2005.74,1300.15,-66.3609,-1879.08,1270.4,-126.448,-1977.19,1234.43,-11.5857,-1858.65,1281.69,-77.8311,-1836.09,1298.48
448,0,-353.475,-1928.88,1454.08,-243.783,-2062.19,1256.19,-359.455,-2001.85,1302.49,-61.9387,-1879.97,1282.99,-122.092,-1976.98,1244.72,-7.34067,-1860.83,1296.35,-73.6448,-1836.95,1310.85
449,0,-354.538,-1923.81,1456.05,-241.431,-2059.76,1262.18,-357.615,-1997.84,1304.87,-57.9939,-1880.63,1295.56,-118.14,-1976.46,1255.09,-3.6697,-1862.72,1311.02,-69.9831,-1837.69,1323.36
450,0,-355.572,-1918.51,1458.03,-239.279,-2057.01,1268.15,-355.862,-1993.65,1307.32,-54.5653,-1880.93,1308.04,-114.648,-1975.61,1265.35,-0.605215,-1864.3,1325.48,-66.8273,-1838.14,1335.75
451,0,-356.612,-1912.86,1459.83,-237.425,-2053.98,1274.09,-354.218,-1989.24,1309.88,-51.683,-1880.92,1320.36,-111.676,-1974.46,1275.57,1.84435,-1865.56,1339.65,-64.1288,-1838.19,1347.99
452,0,-357.679,-1907.07,1461.84,-235.944,-2050.66,1279.95,-352.69,-1984.67,1312.41,-49.4423,-1880.54,1332.38,-109.305,-1972.97,1285.58,3.69739,-1866.43,1353.39,-61.9727,-1838.04,1360.16
453,0,-358.74,-1900.86,1463.46,-234.846,-2046.98,1285.63,-351.428,-1979.8,1315.17,-47.6695,-1879.91,1344.11,-107.487,-1971.19,1295.44,4.99388,-1866.91,1366.65,-60.3769,-1837.54,1372.01
454,0,-359.833,-1894.46,1465.21,-234.092,-2043.05,1291.12,-350.467,-1974.71,1317.84,-46.5143,-1879.01,1355.49,-106.175,-1969.16,1304.93,5.68396,-1866.98,1379.55,-59.2444,-1836.72,1383.47
455,0,-361.026,-1887.72,1466.7,-233.671,-2038.86,1296.25,-349.79,-1969.37,1320.55,-45.8654,-1877.73,1366.48,-105.363,-1966.86,1314.05,5.88471,-1866.65,1391.96,-58.6619,-1835.55,1394.43
456,0,-362.305,-1880.88,1468.08,-233.532,-2034.46,1301.05,-349.39,-1963.89,1323.04,-45.6611,-1876.14,1376.9,-104.979,-1964.28,1322.66,5.57535,-1865.97,1403.69,-58.5514,-1833.96,1405.01
457,0,-363.756,-1873.99,1469.27,-233.705,-2029.84,1305.48,-349.27,-1958.2,1325.28,-45.908,-1874.16,1386.64,-104.964,-1961.41,1330.74,4.80147,-1864.93,1414.65,-58.9621,-1832.06,1414.97
458,0,-365.367,-1867.05,1470.16,-234.19,-2024.97,1309.49,-349.386,-1952.43,1327.14,-46.5583,-1871.96,1395.65,-105.343,-1958.19,1338.16,3.75005,-1863.51,1424.71,-59.6179,-1830.07,1424.31
459,0,-367.073,-1860.16,1470.99,-234.972,-2019.95,1313.1,-349.77,-1946.47,1328.59,-47.4766,-1869.53,1403.85,-106.132,-1954.71,1344.85,2.43267,-1861.81,1433.79,-60.7524,-1827.89,1432.86
460,0,-368.9,-1853.42,1471.66,-236.069,-2014.73,1316.29,-350.49,-1940.4,1329.67,-48.6291,-1866.89,1411.22,-107.196,-1950.99,1350.89,0.965115,-1859.79,1441.9,-62.1445,-1825.77,1440.77
461,0,-370.736,-1846.83,1472.29,-237.467,-2009.4,1319.06,-351.494,-1934.24,1330.63,-50.07,-1863.97,1417.7,-108.645,-1946.99,1356.14,-0.813011,-1857.53,1448.98,-63.6925,-1823.43,1447.77
462,0,-372.871,-1840.36,1472.63,-239.115,-2004,1321.32,-352.703,-1928.06,1331.36,-51.839,-1860.74,1423.27,-110.327,-1942.77,1360.62,-2.93986,-1855.06,1455.07,-65.425,-1820.72,1453.79
463,0,-375.003,-1834.11,1473.19,-241.042,-1998.56,1323.22,-354.22,-1921.94,1332.07,-53.9548,-1857.23,1427.89,-112.275,-1938.4,1364.39,-5.33694,-1852.38,1460.12,-67.7852,-1818.13,1459.24
464,0,-377.395,-1827.88,1473.57,-243.277,-1993.16,1324.66,-356.009,-1915.85,1332.53,-56.3606,-1853.41,1431.47,-114.538,-1933.84,1367.31,-8.10345,-1849.42,1464.1,-70.1029,-1814.48,1462.89
465,0,-379.776,-1821.81,1473.92,-245.729,-1987.81,1325.63,-358.103,-1909.89,1332.86,-59.0613,-1849.35,1434.19,-117.056,-1929.14,1369.49,-11.2513,-1846.2,1467.14,-73.0385,-1811.05,1466.12
466,0,-382.107,-1815.81,1474.14,-248.52,-1982.38,1326.16,-360.481,-1904.01,1333.18,-62.0651,-1845.02,1435.96,-119.827,-1924.43,1370.86,-14.6997,-1842.64,1469.29,-76.0033,-1806.51,1467.56
467,0,-384.41,-1809.87,1474.16,-251.593,-1977.05,1326.19,-363.112,-1898.26,1333.36,-65.3987,-1840.6,1436.93,-122.852,-1919.74,1371.55,-18.3024,-1838.69,1470.59,-79.2584,-1801.98,1468.35
468,0,-386.671,-1804.08,1474.03,-254.803,-1971.81,1325.78,-366.057,-1892.65,1333.39,-68.8303,-1836.08,1437.17,-126.064,-1914.99,1371.54,-21.9525,-1834.35,1471.2,-82.8007,-1797.17,1468.32
469,0,-388.951,-1798.53,1473.86,-258.164,-1966.74,1324.9,-369.156,-1887.16,1333.26,-72.3282,-1831.44,1436.79,-129.471,-1910.33,1370.92,-25.6109,-1829.63,1471.2,-86.5165,-1792.27,1467.87
470,0,-391.244,-1793.24,1473.73,-261.672,-1961.89,1323.64,-372.254,-1881.86,1332.8,-75.8954,-1826.71,1435.86,-133.013,-1905.67,1369.75,-29.2804,-1824.61,1470.48,-90.0833,-1787.15,1466.43
471,0,-393.351,-1788.26,1473.61,-265.253,-1957.22,1322.02,-375.415,-1876.71,1332.06,-79.5536,-1821.85,1434.25,-136.699,-1900.94,1368.02,-32.9082,-1819.37,1469.03,-93.8781,-1782.17,1464.79
472,0,-395.279,-1783.59,1473.58,-268.881,-1952.7,1320.13,-378.524,-1871.7,1331.1,-83.3143,-1816.87,1431.87,-140.459,-1896.21,1365.75,-36.5478,-1814.04,1466.74,-97.5755,-1777.04,1462.27
473,0,-396.802,-1779.27,1473.63,-272.699,-1948.34,1318.08,-381.668,-1866.77,1330.03,-87.0471,-1811.78,1428.76,-144.241,-1891.37,1362.92,-40.1448,-1808.66,1463.45,-101.346,-1771.96,1459.26
474,0,-398.202,-1775.18,1473.67,-276.665,-1944.11,1315.98,-384.871,-1861.86,1329.06,-90.7991,-1806.5,1424.85,-148.123,-1886.4,1359.63,-43.5984,-1803.22,1459.15,-105.277,-1767.13,1455.8
475,0,-399.475,-1771.27,1473.69,-280.692,-1940.03,1314,-388.214,-1857.08,1328.36,-94.4959,-1801.09,1420.28,-152.079,-1881.41,1355.97,-46.9583,-1797.67,1453.99,-108.854,-1761.83,1451.19
476,0,-400.787,-1767.51,1473.84,-284.699,-1936.11,1312.03,-391.66,-1852.44,1327.81,-98.1937,-1795.6,1415.14,-156.032,-1876.34,1352.01,-50.1523,-1791.91,1448.07,-112.175,-1756.33,1446.03
