Trajectories
100
,,Pauline:T10,,,Pauline:STRN,,,Pauline:CLAV,,,Pauline:C7,,,Pauline:RSHO,,,Pauline:RUPA,,,Pauline:RELB,,,Pauline:RWRB,,,Pauline:RWRA,,,Pauline:RFIN,,,Pauline:LSHO,,,Pauline:LUPA,,,Pauline:LELB,,,Pauline:LWRA,,,Pauline:LWRB,,,Pauline:LFIN,,,Pauline:RFHD,,,Pauline:LFHD,,,Pauline:LBHD,,,Pauline:RBHD,,,Pauline:RPSI,,,Pauline:LPSI,,,Pauline:RASI,,,Pauline:LASI,,,Pauline:RKNE,,,Pauline:RANK,,,Pauline:RTOE,,,Pauline:RHEE,,,Pauline:LKNE,,,Pauline:LANK,,,Pauline:LTOE,,,Pauline:LHEE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1221,0,-195.57,-653.929,1099.56,-382.046,-667.836,1203.71,-292.178,-671.669,1407.28,-181.035,-667.42,1468.45,-219.666,-517.717,1453.4,-266.194,-345.208,1324.61,-321.439,-283.164,1264.21,-432.081,-461.491,1326.95,-397.933,-485.344,1339.94,-461.545,-539.902,1354.57,-225.43,-836.941,1441.81,-209.703,-893.953,1323.59,-173.692,-891.168,1112.74,-279.706,-933.405,903.654,-234.906,-951.646,906.69,-284.848,-969.705,828.682,-378.103,-660.531,1631.61,-372.367,-721.261,1635.78,-193.589,-751.097,1631.87,-181.434,-630.789,1657.58,-188.341,-575.87,1003.69,-183.547,-707.895,1010.35,-366.114,-534.602,969.334,-350.384,-799.609,982.041,-278.293,-480.897,505.544,-214.14,-438.718,100.408,-376.382,-467.525,66.9232,-179.013,-476.23,76.6116,-246.366,-774.479,491.925,-193.032,-749.937,108.896,-363.51,-746.3,64.0091,-170.928,-701.057,74.0687
1222,0,-195.328,-654.169,1099.46,-382.07,-666.779,1203.69,-292.071,-670.939,1407.19,-180.912,-667.622,1468.7,-217.981,-517.467,1453.34,-259.469,-343.831,1324.47,-310.883,-278.933,1263.38,-427.126,-457.061,1323.8,-393.112,-481.279,1337.26,-457.977,-534.565,1350.7,-226.711,-836.59,1441.88,-211.482,-893.635,1323.62,-175.967,-891.209,1112.44,-284.611,-932.836,904.603,-239.789,-951.545,907.324,-290.932,-969.242,829.849,-378.215,-659.588,1631.69,-372.789,-720.483,1635.6,-194.215,-751.139,1631.74,-181.321,-631.027,1657.74,-188.015,-575.869,1003.64,-183.72,-708.028,1010.31,-365.418,-533.942,969.477,-352.091,-800.269,983.008,-277.966,-480.724,505.531,-214.097,-438.732,100.338,-376.352,-467.461,66.9439,-178.947,-476.398,76.8386,-247.141,-774.388,491.935,-193.125,-749.985,108.955,-363.558,-746.215,64.0317,-170.903,-701.075,74.0303
1223,0,-195.083,-654.387,1099.4,-381.85,-665.378,1203.67,-291.82,-670.438,1407.26,-180.794,-667.784,1468.85,-216.367,-517.289,1453.28,-253.24,-342.838,1324.46,-303.029,-275.402,1263.9,-421.996,-453.005,1320.63,-389.061,-477.649,1335.08,-454.486,-531.019,1347.66,-228.186,-836.261,1441.96,-213.312,-893.506,1323.89,-178.038,-891.829,1112.58,-289.379,-932.466,905.969,-244.6,-951.701,908.099,-296.772,-968.819,831.149,-378.266,-658.207,1631.7,-373.298,-719.612,1635.4,-194.789,-751.24,1631.64,-181.3,-631.053,1657.79,-187.622,-575.906,1003.54,-183.888,-708.045,1010.25,-364.723,-533.362,969.592,-350.486,-795.402,979.667,-277.577,-480.499,505.516,-214.056,-438.702,100.32,-376.323,-467.439,66.924,-179.003,-476.156,76.5852,-247.926,-774.235,491.935,-193.22,-749.998,108.984,-363.449,-746.111,64.0122,-170.934,-701.119,74.0584
1224,0,-194.727,-654.699,1099.44,-381.546,-663.689,1203.67,-291.585,-669.722,1407.16,-180.632,-667.865,1468.96,-214.769,-517.11,1453.34,-247.605,-342.103,1324.41,-294.844,-275.145,1262.17,-417.209,-449.81,1318.68,-384.958,-474.634,1332.87,-451.936,-526.326,1344.47,-229.5,-835.978,1442.06,-215.246,-893.323,1324,-180.282,-892.117,1112.51,-294.072,-931.893,907.099,-249.536,-951.494,908.619,-302.647,-968.271,832.535,-378.204,-657.608,1631.16,-373.602,-717.538,1634.69,-195.392,-751.178,1631.4,-181.31,-631.189,1657.81,-187.169,-575.94,1003.43,-184.008,-708.111,1010.18,-364.053,-532.706,969.777,-351.143,-794.752,979.818,-277.163,-480.2,505.599,-214.012,-438.661,100.294,-376.307,-467.426,66.9885,-179.014,-476.136,76.5678,-248.74,-774.149,491.953,-193.291,-750.047,109.059,-363.486,-746.02,64.0109,-170.949,-701.171,74.0617
1225,0,-194.386,-654.97,1099.48,-381.398,-662.095,1203.59,-291.186,-669.46,1407.28,-180.488,-667.979,1469.02,-213.218,-516.998,1453.25,-242.326,-341.711,1324.48,-287.856,-273.351,1261.85,-413.4,-446.157,1316.42,-381.252,-471.785,1331.04,-449.472,-522.261,1341.82,-230.79,-835.665,1442.14,-217.457,-893.101,1324.1,-182.601,-892.492,1112.47,-298.688,-930.972,908.058,-254.506,-951.293,909.298,-308.616,-967.579,833.761,-378.505,-656.46,1631.45,-374.131,-717.483,1635.01,-195.976,-751.015,1631.13,-181.299,-631.275,1657.94,-186.307,-575.808,1003.35,-184.114,-708.198,1010.1,-363.337,-531.845,969.935,-351.786,-794.189,980.046,-276.757,-480.009,505.601,-213.973,-438.622,100.304,-376.253,-467.36,66.9692,-178.988,-476.149,76.5554,-249.553,-773.914,491.855,-193.383,-750.066,109.061,-363.477,-745.967,64.012,-170.924,-701.186,74.0807
1226,0,-193.995,-655.23,1099.58,-381.12,-660.395,1203.54,-291.105,-668.102,1407.13,-180.382,-668.1,1469.08,-211.947,-516.894,1453.37,-237.692,-341.407,1324.53,-281.506,-270.581,1262.37,-409.635,-443.285,1314.52,-378.179,-469.197,1329.48,-447.014,-518.807,1339.9,-232.127,-835.323,1442.19,-219.51,-892.884,1324.15,-184.812,-892.855,1112.44,-303.064,-930.308,909.31,-259.179,-951.195,910.167,-314.206,-966.891,835.126,-378.52,-654.793,1631.65,-374.54,-716.612,1634.92,-196.696,-750.877,1630.93,-181.211,-631.444,1658.05,-185.71,-575.887,1003.26,-183.608,-708.123,1010.22,-362.634,-531.167,969.942,-352.343,-793.389,980.164,-276.434,-479.93,505.528,-213.946,-438.62,100.241,-376.24,-467.363,66.9942,-178.966,-476.152,76.5037,-250.294,-773.801,491.948,-193.461,-750.062,109.089,-363.617,-745.969,64.0247,-170.963,-701.223,74.1084
1227,0,-193.651,-655.389,1099.59,-380.715,-658.678,1203.58,-291.045,-666.955,1407.05,-180.295,-668.095,1469.11,-210.915,-516.666,1453.42,-233.636,-341.042,1324.43,-274.93,-271.918,1260.42,-405.817,-440.511,1313.29,-375.002,-467.169,1328.25,-444.51,-515.557,1338.05,-233.364,-834.99,1442.19,-221.625,-892.811,1324.21,-187.019,-893.462,1112.49,-307.533,-929.306,910.327,-263.897,-950.881,910.856,-319.825,-965.947,836.253,-378.567,-653.393,1631.15,-373.899,-717.47,1635.76,-197.332,-750.824,1630.9,-181.201,-631.614,1658.13,-185.343,-575.894,1003.11,-183.907,-708.203,1010.11,-361.845,-530.236,970.103,-352.835,-792.518,980.269,-276.102,-479.93,505.438,-213.899,-438.634,100.142,-376.232,-467.352,67.0219,-178.931,-476.149,76.5014,-251.021,-773.625,492.007,-193.527,-750.068,109.149,-363.633,-745.913,64.0309,-171.042,-701.253,74.2587
1228,0,-193.138,-655.423,1099.5,-380.396,-657.149,1203.7,-290.919,-666.071,1407.03,-180.373,-667.972,1469.14,-210.116,-516.321,1453.46,-229.865,-340.991,1324.39,-269.372,-270.685,1259.93,-403.151,-437.428,1311.79,-372.887,-464.467,1326.48,-442.826,-512.219,1336.32,-234.639,-834.484,1442.11,-223.71,-892.55,1324.06,-189.346,-894.048,1112.43,-311.858,-928.463,911.227,-268.571,-950.56,911.429,-325.343,-964.827,837.251,-378.376,-651.801,1630.94,-375.114,-713.942,1634.35,-197.952,-750.883,1631.06,-181.018,-631.811,1658.23,-184.998,-575.996,1002.99,-184.239,-708.239,1009.98,-361.559,-526.845,971.324,-353.368,-791.712,980.425,-275.811,-479.736,505.444,-213.853,-438.608,100.139,-376.215,-467.354,67.0283,-178.956,-476.139,76.4772,-251.758,-773.349,491.98,-193.62,-750.069,109.156,-363.465,-745.856,64.0801,-171.031,-701.281,74.263
1229,0,-192.778,-655.34,1099.41,-379.95,-655.648,1203.44,-290.776,-665.473,1407.02,-180.348,-668.013,1469.22,-209.294,-515.994,1453.45,-226.819,-340.67,1324.09,-264.518,-270.165,1259.02,-400.112,-435.277,1310.82,-370.124,-463.015,1325.98,-441.085,-509.275,1334.93,-235.495,-834.403,1442.2,-225.487,-892.472,1324.12,-191.605,-894.719,1112.4,-315.94,-927.579,912.153,-273.015,-950.361,911.971,-330.496,-963.878,838.359,-378.05,-649.783,1630.51,-375.221,-713.827,1634.73,-198.719,-750.9,1631.26,-180.977,-631.851,1658.32,-184.567,-576.078,1002.89,-184.544,-708.337,1009.89,-360.233,-528.612,970.423,-353.953,-790.883,980.621,-275.453,-479.46,505.53,-213.846,-438.556,100.119,-376.191,-467.347,66.9825,-178.922,-476.139,76.5097,-252.529,-773.1,492.018,-193.706,-749.958,109.117,-363.58,-745.882,64.119,-170.991,-701.229,74.1481
1230,0,-192.326,-655.458,1099.57,-379.307,-653.706,1202.89,-290.68,-664.934,1407,-180.335,-668.05,1469.23,-208.349,-516.007,1453.7,-224.094,-340.363,1323.7,-260.024,-269.849,1258.18,-397.669,-433.143,1309.62,-368.307,-460.371,1324.39,-439.29,-507.045,1334.35,-236.448,-834.092,1442.16,-227.249,-892.342,1324.13,-193.907,-895.304,1112.36,-319.959,-926.569,912.926,-277.373,-950.211,912.61,-335.662,-962.598,839.203,-378.193,-649.127,1630.11,-375.516,-712.154,1634.38,-199.284,-750.937,1631.61,-180.68,-631.962,1658.46,-184.055,-576.217,1002.85,-184.856,-708.381,1009.75,-359.399,-527.834,970.546,-354.496,-790.134,980.829,-275.057,-479.034,505.689,-213.821,-438.56,100.032,-376.21,-467.333,67.0207,-178.923,-476.099,76.4721,-253.205,-772.805,492.005,-193.8,-749.884,109.108,-363.468,-745.777,64.0974,-171.028,-701.169,74.1521
1231,0,-192.102,-655.263,1099.38,-378.648,-651.847,1202.35,-290.569,-664.476,1406.97,-180.215,-668.284,1469.49,-207.722,-515.77,1453.73,-221.553,-340.099,1323.29,-255.85,-269.664,1257.57,-395.599,-431.238,1308.92,-366.387,-459.389,1324.1,-438.185,-504.042,1333,-237.307,-833.846,1442.17,-228.647,-892.213,1324.14,-196.242,-895.868,1112.2,-323.823,-925.377,913.456,-281.691,-949.743,913.034,-340.466,-961.643,840.158,-378.36,-648.833,1629.73,-375.188,-712.505,1634.96,-199.78,-750.813,1631.94,-180.47,-632.038,1658.61,-183.507,-576.381,1002.81,-185,-708.506,1009.67,-358.533,-526.925,970.624,-354.973,-789.197,980.884,-274.605,-478.533,505.797,-213.831,-438.48,100.022,-376.177,-467.348,67.0505,-178.912,-476.11,76.4821,-253.76,-772.53,492.065,-193.912,-749.834,109.121,-363.598,-745.773,64.0929,-171.138,-701.168,74.3054
1232,0,-192.817,-654.807,1099.26,-377.945,-650.373,1202.17,-290.543,-664.179,1406.99,-179.893,-668.904,1469.67,-207.105,-515.597,1453.84,-219.246,-339.905,1322.83,-252.195,-268.927,1257.23,-393.615,-429.558,1308.32,-364.961,-457.736,1323.5,-437.286,-501.881,1332.45,-238.097,-833.656,1442.21,-230.018,-891.954,1324.11,-198.443,-896.382,1112.11,-327.621,-924.615,914.266,-285.905,-948.944,913.033,-345.242,-960.442,841.021,-378.386,-648.363,1629.33,-376.212,-708.767,1633.78,-200.327,-750.688,1632.22,-180.367,-631.948,1658.68,-182.887,-576.513,1002.79,-185.201,-708.559,1009.65,-357.614,-525.825,970.881,-355.381,-788.306,980.852,-274.216,-478.134,505.887,-213.775,-438.518,99.968,-376.174,-467.299,67.0357,-178.938,-476.089,76.4565,-254.34,-772.147,492.029,-194.02,-749.722,109.077,-363.609,-745.767,64.1243,-171.105,-701.058,74.2215
1233,0,-192.544,-654.788,1099.37,-377.249,-648.535,1201.25,-290.466,-663.853,1407.03,-179.779,-669.224,1469.73,-206.447,-515.583,1453.87,-216.826,-340.058,1322.5,-249.557,-270.52,1256.1,-392.081,-428.194,1307.78,-363.781,-456.62,1322.93,-436.668,-499.646,1331.93,-238.746,-833.447,1442.24,-231.205,-892.02,1324.33,-200.647,-896.805,1112.06,-331.115,-923.534,914.858,-289.631,-948.601,913.525,-349.521,-959.349,841.8,-378.087,-647.051,1629.12,-376.44,-707.52,1633.73,-200.85,-750.664,1632.59,-180.028,-631.876,1658.77,-182.19,-576.611,1002.81,-185.44,-708.606,1009.72,-356.873,-525.128,971.018,-355.793,-787.474,980.918,-273.814,-477.626,506.062,-213.825,-438.437,100.019,-376.169,-467.319,67.0874,-178.913,-476.091,76.4615,-254.882,-771.752,492.007,-194.113,-749.586,108.998,-363.618,-745.726,64.1033,-171.141,-701.03,74.2818
1234,0,-192.282,-654.686,1099.42,-376.537,-646.647,1200.33,-290.372,-663.476,1407.08,-179.768,-669.326,1469.84,-205.849,-515.651,1453.96,-214.361,-340.306,1322.3,-245.847,-269.614,1255.99,-390.896,-426.5,1307.05,-362.912,-455.617,1322.41,-436.317,-497.365,1331.34,-239.33,-833.354,1442.33,-232.373,-891.805,1324.32,-202.624,-897.211,1112.07,-334.403,-922.654,915.433,-293.249,-948.293,914.022,-353.813,-957.71,842.013,-377.76,-645.54,1628.61,-376.643,-706.331,1633.66,-201.28,-750.638,1632.99,-179.848,-631.747,1658.86,-181.691,-576.638,1002.9,-185.358,-708.633,1009.54,-356.094,-524.354,971.145,-356.19,-786.661,981.003,-273.414,-477.389,506.039,-213.759,-438.373,99.9374,-376.175,-467.303,67.0239,-178.901,-476.04,76.4384,-255.349,-771.382,491.984,-194.201,-749.484,108.963,-363.629,-745.672,64.1148,-171.176,-700.953,74.3198
1235,0,-192.06,-654.564,1099.45,-376.331,-646.238,1200.37,-290.331,-663.274,1407.2,-179.967,-669.525,1469.83,-205.356,-515.663,1454.09,-212.268,-340.599,1322,-242.676,-269.196,1255.42,-389.757,-425.069,1306.63,-362.014,-454.584,1321.83,-436.049,-495.309,1330.87,-239.911,-833.237,1442.36,-233.536,-891.602,1324.25,-204.584,-897.392,1111.88,-337.647,-922.263,916.579,-296.687,-948.156,914.888,-357.671,-956.714,842.633,-377.339,-644.218,1628.47,-376.881,-705.03,1633.57,-201.721,-750.474,1633.3,-179.707,-631.99,1659.27,-181.201,-576.635,1002.97,-185.35,-708.628,1009.46,-355.258,-523.356,971.334,-356.569,-785.979,981.156,-273.003,-477.091,506.084,-213.72,-438.31,99.9307,-376.174,-467.308,67.0819,-178.944,-475.992,76.4589,-255.749,-770.987,491.912,-194.29,-749.393,108.994,-363.641,-745.626,64.1275,-171.208,-700.86,74.2714
1236,0,-191.817,-654.443,1099.43,-376.164,-645.742,1200.3,-290.328,-662.984,1407.21,-180.009,-669.483,1469.88,-204.909,-515.687,1454.21,-210.15,-341.005,1321.75,-240.791,-269.505,1255.01,-389.319,-423.665,1305.98,-361.627,-453.348,1321.16,-435.887,-493.405,1330.62,-240.417,-833.116,1442.4,-234.518,-891.636,1324.31,-206.371,-897.638,1111.79,-340.416,-921.131,916.86,-299.925,-947.616,915.232,-361.264,-956.044,843.742,-377.234,-642.818,1628.69,-377.086,-703.734,1633.55,-202.281,-750.264,1633.59,-179.303,-631.69,1659.15,-180.584,-576.681,1002.98,-185.412,-708.619,1009.51,-354.354,-522.256,971.582,-356.991,-785.167,981.207,-272.511,-476.734,506.219,-213.644,-438.208,99.9033,-376.144,-467.299,67.0987,-178.925,-475.949,76.4253,-256.043,-770.618,491.95,-194.397,-749.194,108.877,-363.66,-745.641,64.1404,-171.226,-700.793,74.3414
1237,0,-191.703,-654.337,1099.55,-376.001,-645.291,1200.26,-290.328,-662.738,1407.25,-180.089,-669.455,1469.92,-204.456,-515.689,1454.35,-207.948,-341.879,1321.49,-238.346,-269.701,1254.83,-388.425,-422.305,1305.67,-361.361,-452.462,1320.69,-436.139,-491.682,1330.42,-240.934,-832.945,1442.33,-235.591,-891.529,1324.31,-208.058,-897.71,1111.63,-343.194,-920.321,917.182,-302.948,-947.24,915.629,-364.594,-955.116,844.249,-376.983,-641.222,1628.87,-377.294,-702.585,1633.51,-202.721,-750.111,1633.93,-179.135,-631.552,1659.11,-180.099,-576.646,1003.1,-185.495,-708.529,1009.56,-353.7,-521.627,971.579,-357.398,-784.369,981.19,-272.083,-476.522,506.223,-213.63,-438.151,99.8963,-376.14,-467.266,67.0936,-178.898,-475.964,76.4385,-256.271,-770.253,491.998,-194.469,-749.121,108.93,-363.667,-745.619,64.1131,-171.228,-700.699,74.4245
1238,0,-191.565,-654.254,1099.62,-375.911,-644.885,1200.3,-290.403,-662.538,1407.37,-180.172,-669.563,1469.91,-204.035,-515.646,1454.47,-206.462,-342.117,1321.19,-236.841,-270.192,1254.29,-388.086,-421.053,1305.25,-361.389,-451.425,1320.21,-436.235,-489.98,1330.11,-241.477,-832.844,1442.34,-236.474,-891.335,1324.21,-209.629,-897.763,1111.51,-345.704,-919.459,917.651,-305.623,-946.931,915.918,-367.718,-954.276,844.892,-376.744,-639.685,1628.96,-377.449,-701.401,1633.66,-203.16,-749.971,1634.22,-179.19,-631.732,1659.19,-179.64,-576.648,1003.24,-185.549,-708.46,1009.64,-353.099,-521.053,971.607,-357.694,-783.643,981.154,-271.612,-476.321,506.344,-213.522,-438.105,99.8497,-376.099,-467.24,67.0972,-178.822,-476.073,76.6257,-256.417,-769.874,492.026,-194.549,-748.941,108.86,-363.694,-745.597,64.1074,-171.383,-700.6,74.4522
1239,0,-191.457,-654.137,1099.66,-375.834,-644.331,1200.15,-290.49,-662.19,1407.3,-180.144,-669.472,1469.99,-203.711,-515.589,1454.54,-205.089,-342.401,1320.71,-235.05,-269.737,1254.24,-388.578,-418.908,1304.66,-361.647,-450.554,1319.88,-436.89,-488.027,1329.62,-242.029,-832.73,1442.29,-237.261,-891.281,1324.23,-211.076,-897.828,1111.45,-348.101,-918.919,918.114,-308.051,-946.607,916.248,-370.527,-953.383,845.307,-377.924,-642.823,1628.61,-377.653,-700.243,1633.71,-203.575,-749.74,1634.37,-178.943,-631.677,1659.09,-179.214,-576.596,1003.39,-185.615,-708.322,1009.72,-352.495,-520.336,971.698,-357.993,-782.845,981.06,-271.073,-475.621,506.627,-213.456,-438.056,99.7677,-376.062,-467.225,67.1298,-178.933,-476.026,76.7171,-256.501,-769.478,492.047,-194.613,-748.862,108.937,-363.705,-745.539,64.0977,-171.383,-700.527,74.4425
1240,0,-191.343,-654.008,1099.73,-375.755,-643.861,1200.08,-290.574,-661.926,1407.31,-180.303,-669.44,1470.02,-203.443,-515.527,1454.65,-203.994,-342.657,1320.5,-233.654,-270.425,1253.81,-388.755,-417.793,1304.51,-361.944,-449.728,1319.67,-438.045,-486.094,1329.25,-242.581,-832.696,1442.31,-238.041,-891.168,1324.24,-212.346,-897.676,1111.3,-350.182,-918.433,918.599,-310.362,-946.117,916.503,-373.233,-952.652,845.81,-376.86,-638.581,1628.99,-377.884,-698.968,1633.72,-203.905,-749.628,1634.62,-178.475,-631.41,1658.92,-178.879,-576.428,1003.53,-185.648,-708.14,1009.77,-351.821,-519.446,971.89,-358.267,-782.139,981.009,-270.54,-475.141,506.707,-213.414,-437.986,99.7416,-376.083,-467.22,67.1217,-178.79,-475.998,76.6191,-256.544,-769.052,492.003,-194.691,-748.682,108.86,-363.797,-745.455,63.9853,-171.381,-700.464,74.4245
1241,0,-191.232,-653.922,1099.79,-375.69,-643.509,1200.01,-290.673,-661.779,1407.33,-180.489,-669.569,1470.05,-203.138,-515.635,1454.82,-203.13,-342.8,1320.22,-232.856,-270.7,1253.59,-388.794,-417.393,1304.26,-362.702,-448.647,1319.27,-438.664,-484.636,1329.08,-243.131,-832.691,1442.36,-238.841,-890.967,1324.18,-213.494,-897.607,1111.23,-352.153,-917.659,918.844,-312.482,-945.583,916.702,-375.599,-951.905,846.141,-376.638,-637.367,1629.07,-378.016,-698.18,1633.93,-204.274,-749.461,1634.91,-178.211,-631.288,1658.75,-178.485,-576.206,1003.65,-185.674,-707.973,1009.82,-351.143,-518.657,972.074,-358.505,-781.457,980.878,-269.976,-474.783,506.792,-213.355,-437.853,99.7726,-376.051,-467.183,67.1155,-178.91,-475.969,76.7015,-256.533,-768.763,492.076,-194.728,-748.637,108.926,-363.79,-745.426,64.0034,-171.422,-700.434,74.465
1242,0,-190.682,-654.136,1099.88,-375.621,-643.134,1199.95,-290.768,-661.61,1407.34,-180.634,-669.714,1470.06,-202.897,-515.761,1454.98,-202.489,-342.925,1320,-232.177,-270.85,1253.47,-389.285,-416.558,1303.94,-363.536,-447.849,1319.01,-439.634,-483.463,1328.94,-243.795,-832.678,1442.35,-239.724,-890.872,1324.11,-214.623,-897.515,1111.17,-353.86,-917.184,919.276,-314.168,-945.294,917.017,-377.495,-951.474,846.68,-376.492,-636.328,1629.14,-378.175,-697.22,1634.04,-204.652,-749.252,1635.08,-178.208,-631.464,1658.75,-178.115,-575.989,1003.77,-185.729,-707.703,1009.84,-350.602,-518.049,972.093,-358.731,-780.842,980.794,-269.46,-474.34,506.857,-213.335,-437.801,99.7254,-376.045,-467.141,67.1422,-178.834,-475.937,76.6931,-256.488,-768.42,492.094,-194.754,-748.575,108.953,-363.731,-745.461,64.0479,-171.425,-700.372,74.4712
1243,0,-190.38,-654.221,1099.96,-375.555,-642.8,1199.91,-290.866,-661.482,1407.39,-180.816,-669.86,1470.1,-202.708,-515.81,1455.15,-202.152,-343.184,1319.91,-231.616,-271.344,1253.27,-389.78,-415.818,1303.75,-364.159,-447.44,1318.99,-440.968,-482.038,1328.57,-244.502,-832.664,1442.36,-240.512,-890.91,1324.13,-215.521,-897.431,1111.11,-355.401,-916.93,919.681,-315.825,-944.689,916.989,-379.421,-950.983,847.075,-376.167,-635.747,1629.07,-378.276,-696.344,1634.36,-205.032,-749.097,1635.25,-177.995,-631.384,1658.64,-177.729,-575.704,1003.84,-185.757,-707.527,1009.92,-350.067,-517.62,972.113,-358.968,-780.218,980.727,-269.072,-474.246,506.822,-213.292,-437.675,99.7574,-376.02,-467.156,67.1482,-178.775,-475.927,76.5598,-256.402,-768.109,492.075,-194.792,-748.495,108.921,-363.85,-745.374,63.958,-171.421,-700.345,74.4829
1244,0,-190.201,-654.141,1100.01,-375.531,-642.432,1199.88,-291.006,-661.319,1407.43,-181.031,-670.034,1470.24,-202.596,-515.889,1455.33,-202.063,-343.383,1319.88,-231.24,-271.574,1253.25,-390.297,-414.985,1303.62,-365.002,-446.78,1318.31,-441.735,-480.913,1328.53,-245.188,-832.624,1442.29,-241.377,-890.792,1324.05,-216.413,-897.267,1110.97,-356.751,-916.297,919.776,-317.158,-944.549,917.284,-380.741,-950.933,848.006,-376,-634.823,1629.07,-378.473,-695.331,1634.46,-205.387,-748.925,1635.44,-177.914,-630.945,1658.28,-177.424,-575.475,1003.93,-185.76,-707.291,1009.94,-349.506,-517.126,972.087,-359.17,-779.708,980.714,-268.664,-473.865,506.95,-213.256,-437.652,99.7324,-375.979,-467.16,67.181,-178.83,-475.897,76.6896,-256.302,-767.804,492.077,-194.811,-748.436,108.891,-363.839,-745.367,63.9767,-171.403,-700.305,74.4858
1245,0,-190.898,-653.468,1100.09,-375.614,-641.926,1199.78,-291.253,-661.02,1407.41,-181.277,-670.216,1470.28,-202.463,-515.913,1455.51,-202.155,-343.527,1319.91,-231.056,-271.675,1253.3,-390.98,-414.144,1303.43,-365.848,-446.502,1318.13,-442.761,-479.98,1328.47,-246.006,-832.602,1442.2,-242.254,-890.561,1323.88,-217.174,-897.128,1110.77,-357.786,-915.813,919.898,-318.425,-943.927,917.11,-382.09,-950.141,847.837,-375.922,-634.249,1629,-378.689,-694.55,1634.59,-205.751,-748.778,1635.68,-177.88,-630.876,1658.22,-177.143,-575.193,1004.01,-185.758,-707.089,1009.98,-349.003,-516.484,972.199,-359.338,-779.213,980.691,-268.349,-473.578,506.97,-213.218,-437.465,99.8064,-375.968,-467.151,67.185,-178.825,-475.911,76.6545,-256.146,-767.563,492.101,-194.832,-748.402,108.95,-363.84,-745.355,63.9639,-171.395,-700.275,74.4329
1246,0,-190.859,-653.281,1100.14,-375.614,-641.677,1199.79,-291.417,-660.976,1407.51,-181.58,-670.372,1470.32,-202.416,-515.947,1455.68,-202.422,-343.651,1319.97,-231.469,-271.368,1253.92,-391.53,-413.791,1303.38,-366.736,-446.358,1318.15,-443.743,-479.33,1328.59,-246.733,-832.507,1442.12,-243.08,-890.512,1323.74,-217.922,-897.016,1110.67,-358.741,-915.519,920.056,-319.431,-943.651,917.093,-383.318,-949.393,847.517,-375.611,-633.123,1628.95,-378.761,-693.868,1634.82,-206.08,-748.689,1635.91,-177.758,-630.63,1658.16,-176.838,-574.92,1004.05,-185.71,-706.891,1010.04,-348.543,-516.011,972.25,-359.495,-778.706,980.647,-268.137,-473.511,506.883,-213.163,-437.416,99.7317,-376,-467.149,67.2046,-178.798,-475.857,76.6728,-255.974,-767.278,492.093,-194.864,-748.36,108.931,-363.842,-745.312,63.9284,-171.406,-700.262,74.4794
1247,0,-190.747,-653.2,1100.27,-375.736,-641.145,1199.69,-291.703,-660.65,1407.49,-181.895,-670.62,1470.39,-202.42,-515.992,1455.96,-202.898,-343.629,1320.03,-231.332,-272.251,1252.9,-392.328,-413.555,1303.5,-367.748,-445.829,1317.86,-444.738,-478.459,1328.54,-247.521,-832.46,1441.99,-243.87,-890.492,1323.72,-218.653,-897.022,1110.66,-359.594,-914.928,920.006,-320.13,-943.306,917.048,-384.34,-948.832,847.414,-375.508,-632.61,1628.93,-378.92,-693.156,1634.87,-206.368,-748.609,1636.11,-177.633,-630.517,1658.11,-176.592,-574.735,1004.08,-185.67,-706.678,1010.09,-348.101,-515.359,972.376,-359.64,-778.135,980.536,-267.9,-473.358,506.862,-213.14,-437.301,99.7499,-375.982,-467.115,67.168,-178.812,-475.817,76.6298,-255.779,-767.057,492.128,-194.877,-748.312,108.974,-363.876,-745.3,63.9577,-171.381,-700.247,74.4529
